canonical_station_id,station_name
BRA,Branford
BRP,Bridgeport
CLIN,Clinton
GUI,Guilford
MAD,Madison
NHV,New Haven
NLC,New London
OSB,Old Saybrook
STM,Stamford
WBK,Westbrook
