feed_id,source_id,operator_name,source_url,zip_path,imported_at,timezone
sle,amtrak_official,CTrail,https://content.amtrak.com/content/gtfs/GTFS.zip,/Users/fgbm27/Documents/2026/Moose.Train/supporting_files/source_gtfs/amtrak_official/GTFS.zip,2026-09-06T03:05:10+00:00,America/New_York
