feed_id,trip_uid,source_trip_id,stop_uid,source_stop_id,arrival_time,departure_time,stop_sequence,pickup_type,drop_off_type,note_id
hartford,hartford:1020,1020,hartford:1,1,19:00:00,19:00:00,1,0,0,
hartford,hartford:1020,1020,hartford:2,2,19:03:00,19:03:00,2,0,0,
hartford,hartford:1020,1020,hartford:3,3,19:21:00,19:21:00,3,0,0,
hartford,hartford:1020,1020,hartford:4,4,19:32:00,19:32:00,4,0,0,
hartford,hartford:1020,1020,hartford:5,5,19:41:00,19:41:00,5,0,0,
hartford,hartford:1020,1020,hartford:6,6,19:54:00,19:54:00,6,0,0,
hartford,hartford:1020,1020,hartford:7,7,20:02:00,20:02:00,7,0,0,
hartford,hartford:1020,1020,hartford:8,8,20:11:00,20:11:00,8,0,0,
hartford,hartford:1020,1020,hartford:9,9,20:36:00,20:36:00,9,0,0,
hartford,hartford:2010,2010,hartford:1,1,12:30:00,12:30:00,1,0,0,
hartford,hartford:2010,2010,hartford:2,2,12:33:00,12:33:00,2,0,0,
hartford,hartford:2010,2010,hartford:3,3,12:48:00,12:48:00,3,0,0,
hartford,hartford:2010,2010,hartford:4,4,12:57:00,12:57:00,4,0,0,
hartford,hartford:2010,2010,hartford:5,5,13:06:00,13:06:00,5,0,0,
hartford,hartford:2010,2010,hartford:6,6,13:19:00,13:19:00,6,0,0,
hartford,hartford:2010,2010,hartford:7,7,13:27:00,13:27:00,7,0,0,
hartford,hartford:2010,2010,hartford:8,8,13:36:00,13:36:00,8,0,0,
hartford,hartford:2010,2010,hartford:9,9,14:04:00,14:04:00,9,0,0,
hartford,hartford:3020,3020,hartford:1,1,05:18:00,05:18:00,1,0,0,
hartford,hartford:3020,3020,hartford:2,2,05:20:00,05:20:00,2,0,0,
hartford,hartford:3020,3020,hartford:3,3,05:36:00,05:36:00,3,0,0,
hartford,hartford:3020,3020,hartford:4,4,05:45:00,05:45:00,4,0,0,
hartford,hartford:3020,3020,hartford:5,5,05:54:00,05:54:00,5,0,0,
hartford,hartford:3020,3020,hartford:6,6,06:10:00,06:10:00,6,0,0,
hartford,hartford:4020,4020,hartford:6,6,08:44:00,08:44:00,1,0,0,
hartford,hartford:4020,4020,hartford:5,5,08:56:00,08:56:00,2,0,0,
hartford,hartford:4020,4020,hartford:4,4,09:05:00,09:05:00,3,0,0,
hartford,hartford:4020,4020,hartford:3,3,09:14:00,09:14:00,4,0,0,
hartford,hartford:4020,4020,hartford:2,2,09:30:00,09:30:00,5,0,0,
hartford,hartford:4020,4020,hartford:1,1,09:36:00,09:36:00,6,0,0,
hartford,hartford:5010,5010,hartford:1,1,19:30:00,19:30:00,1,0,0,
hartford,hartford:5010,5010,hartford:2,2,19:33:00,19:33:00,2,0,0,
hartford,hartford:5010,5010,hartford:3,3,19:48:00,19:48:00,3,0,0,
hartford,hartford:5010,5010,hartford:4,4,19:57:00,19:57:00,4,0,0,
hartford,hartford:5010,5010,hartford:5,5,20:06:00,20:06:00,5,0,0,
hartford,hartford:5010,5010,hartford:6,6,20:21:00,20:21:00,6,0,0,
hartford,hartford:5010,5010,hartford:7,7,20:29:00,20:29:00,7,0,0,
hartford,hartford:5010,5010,hartford:8,8,20:35:00,20:35:00,8,0,0,
hartford,hartford:5010,5010,hartford:9,9,21:03:00,21:03:00,9,0,0,
hartford,hartford:6010,6010,hartford:9,9,14:20:00,14:20:00,1,0,0,
hartford,hartford:6010,6010,hartford:8,8,14:41:00,14:41:00,2,0,0,
hartford,hartford:6010,6010,hartford:7,7,14:48:00,14:48:00,3,0,0,
hartford,hartford:6010,6010,hartford:6,6,14:59:00,14:59:00,4,0,0,
hartford,hartford:6010,6010,hartford:5,5,15:11:00,15:11:00,5,0,0,
