agency,service_name,route_name,train_number,direction,station_id,station_name,station_sequence,arrival_time,departure_time,service_start_date,service_end_date,service_dates,service_days,timetable_effective_date,timetable_last_updated_date,timetable_revision_date,source_original_filename,source_pdf,source_page,raw_notes
Metro-North,New Canaan Branch,New Haven Line - New Canaan Branch,1707,To Grand Central,SPD,Springdale,3,05:38,05:38,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-NC-Sched_v2.pdf,metro_north_new_canaan_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,To Grand Central
Metro-North,New Canaan Branch,New Haven Line - New Canaan Branch,1707,To Grand Central,GLB,Glenbrook,4,05:41,05:41,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-NC-Sched_v2.pdf,metro_north_new_canaan_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,To Grand Central
Metro-North,New Canaan Branch,New Haven Line - New Canaan Branch,1707,To Grand Central,STM,Stamford,5,,05:46,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-NC-Sched_v2.pdf,metro_north_new_canaan_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,To Grand Central
Metro-North,New Canaan Branch,New Haven Line - New Canaan Branch,1707,To Grand Central,GCT,Grand Central,6,06:43,06:43,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-NC-Sched_v2.pdf,metro_north_new_canaan_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,To Grand Central
Metro-North,New Canaan Branch,New Haven Line - New Canaan Branch,1710,From Grand Central,GCT,Grand Central,1,07:04,07:04,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-NC-Sched_v2.pdf,metro_north_new_canaan_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,Metro-North
Metro-North,New Canaan Branch,New Haven Line - New Canaan Branch,1710,From Grand Central,STM,Stamford,2,,08:16,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-NC-Sched_v2.pdf,metro_north_new_canaan_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,From Grand Central
Metro-North,New Canaan Branch,New Haven Line - New Canaan Branch,1710,From Grand Central,GLB,Glenbrook,3,08:20,08:20,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-NC-Sched_v2.pdf,metro_north_new_canaan_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,From Grand Central
Metro-North,New Canaan Branch,New Haven Line - New Canaan Branch,1710,From Grand Central,SPD,Springdale,4,08:23,08:23,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-NC-Sched_v2.pdf,metro_north_new_canaan_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,From Grand Central
Metro-North,New Canaan Branch,New Haven Line - New Canaan Branch,1710,From Grand Central,TMH,Talmadge Hill,5,08:27,08:27,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-NC-Sched_v2.pdf,metro_north_new_canaan_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,From Grand Central
Metro-North,New Canaan Branch,New Haven Line - New Canaan Branch,1710,From Grand Central,NCN,New Canaan,6,08:38,08:38,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-NC-Sched_v2.pdf,metro_north_new_canaan_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,From Grand Central
Metro-North,New Canaan Branch,New Haven Line - New Canaan Branch,1711,To Grand Central,NCN,New Canaan,1,06:20,06:20,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-NC-Sched_v2.pdf,metro_north_new_canaan_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,To Grand Central
Metro-North,New Canaan Branch,New Haven Line - New Canaan Branch,1711,To Grand Central,TMH,Talmadge Hill,2,06:24,06:24,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-NC-Sched_v2.pdf,metro_north_new_canaan_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,To Grand Central
Metro-North,New Canaan Branch,New Haven Line - New Canaan Branch,1711,To Grand Central,SPD,Springdale,3,06:28,06:28,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-NC-Sched_v2.pdf,metro_north_new_canaan_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,To Grand Central
Metro-North,New Canaan Branch,New Haven Line - New Canaan Branch,1711,To Grand Central,GLB,Glenbrook,4,06:31,06:31,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-NC-Sched_v2.pdf,metro_north_new_canaan_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,To Grand Central
Metro-North,New Canaan Branch,New Haven Line - New Canaan Branch,1711,To Grand Central,STM,Stamford,5,,06:36,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-NC-Sched_v2.pdf,metro_north_new_canaan_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,To Grand Central
