agency,service_name,route_name,train_number,direction,station_id,station_name,station_sequence,arrival_time,departure_time,service_start_date,service_end_date,service_dates,service_days,timetable_effective_date,timetable_last_updated_date,timetable_revision_date,source_original_filename,source_pdf,source_page,raw_notes
Metro-North,Danbury Branch,New Haven Line - Danbury Branch,1538,From Grand Central,DAN,Danbury,11,17:07,17:07,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-DB-Sched_v2.pdf,metro_north_danbury_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,From Grand Central
Metro-North,Danbury Branch,New Haven Line - Danbury Branch,1544,From Grand Central,GCT,Grand Central,1,16:13,16:13,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-DB-Sched_v2.pdf,metro_north_danbury_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,From Grand Central
Metro-North,Danbury Branch,New Haven Line - Danbury Branch,1544,From Grand Central,STM,Stamford,2,17:12,17:12,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-DB-Sched_v2.pdf,metro_north_danbury_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,From Grand Central
Metro-North,Danbury Branch,New Haven Line - Danbury Branch,1544,From Grand Central,STM,Stamford,3,,17:18,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-DB-Sched_v2.pdf,metro_north_danbury_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,From Grand Central
Metro-North,Danbury Branch,New Haven Line - Danbury Branch,1544,From Grand Central,STM,Stamford,4,17:12,,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-DB-Sched_v2.pdf,metro_north_danbury_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,From Grand Central
Metro-North,Danbury Branch,New Haven Line - Danbury Branch,1544,From Grand Central,SONO,South Norwalk,5,,17:30,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-DB-Sched_v2.pdf,metro_north_danbury_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,From Grand Central
Metro-North,Danbury Branch,New Haven Line - Danbury Branch,1544,From Grand Central,MRT7,Merritt 7,6,17:41,17:41,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-DB-Sched_v2.pdf,metro_north_danbury_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,From Grand Central
Metro-North,Danbury Branch,New Haven Line - Danbury Branch,1544,From Grand Central,WILTON,Wilton,7,17:48,17:48,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-DB-Sched_v2.pdf,metro_north_danbury_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,From Grand Central
Metro-North,Danbury Branch,New Haven Line - Danbury Branch,1544,From Grand Central,CND,Cannondale,8,17:53,17:53,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-DB-Sched_v2.pdf,metro_north_danbury_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,From Grand Central
Metro-North,Danbury Branch,New Haven Line - Danbury Branch,1544,From Grand Central,BVL,Branchville,9,18:00,18:00,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-DB-Sched_v2.pdf,metro_north_danbury_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,From Grand Central
Metro-North,Danbury Branch,New Haven Line - Danbury Branch,1544,From Grand Central,RDG,Redding,10,18:08,18:08,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-DB-Sched_v2.pdf,metro_north_danbury_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,From Grand Central
Metro-North,Danbury Branch,New Haven Line - Danbury Branch,1544,From Grand Central,BTH,Bethel,11,18:14,18:14,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-DB-Sched_v2.pdf,metro_north_danbury_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,From Grand Central
Metro-North,Danbury Branch,New Haven Line - Danbury Branch,1544,From Grand Central,DAN,Danbury,12,18:30,18:30,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-DB-Sched_v2.pdf,metro_north_danbury_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,From Grand Central
Metro-North,Danbury Branch,New Haven Line - Danbury Branch,1574,From Grand Central,GCT,Grand Central,1,18:55,18:55,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-DB-Sched_v2.pdf,metro_north_danbury_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,From Grand Central
Metro-North,Danbury Branch,New Haven Line - Danbury Branch,1574,From Grand Central,STM,Stamford,2,,19:44,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-DB-Sched_v2.pdf,metro_north_danbury_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,From Grand Central
Metro-North,Danbury Branch,New Haven Line - Danbury Branch,1574,From Grand Central,SONO,South Norwalk,3,19:59,,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-DB-Sched_v2.pdf,metro_north_danbury_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,From Grand Central
Metro-North,Danbury Branch,New Haven Line - Danbury Branch,1574,From Grand Central,SONO,South Norwalk,4,,20:05,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-DB-Sched_v2.pdf,metro_north_danbury_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,From Grand Central
Metro-North,Danbury Branch,New Haven Line - Danbury Branch,1574,From Grand Central,MRT7,Merritt 7,5,20:15,20:15,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-DB-Sched_v2.pdf,metro_north_danbury_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,From Grand Central
Metro-North,Danbury Branch,New Haven Line - Danbury Branch,1574,From Grand Central,WILTON,Wilton,6,20:21,20:21,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-DB-Sched_v2.pdf,metro_north_danbury_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,From Grand Central
Metro-North,Danbury Branch,New Haven Line - Danbury Branch,1574,From Grand Central,CND,Cannondale,7,20:24,20:24,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-DB-Sched_v2.pdf,metro_north_danbury_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,From Grand Central
Metro-North,Danbury Branch,New Haven Line - Danbury Branch,1574,From Grand Central,BVL,Branchville,8,20:30,20:30,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-DB-Sched_v2.pdf,metro_north_danbury_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,From Grand Central
Metro-North,Danbury Branch,New Haven Line - Danbury Branch,1574,From Grand Central,RDG,Redding,9,20:38,20:38,2026-03-29,,,weekday,2026-03-29,2026-03-16,,03-29-26_NHL-DB-Sched_v2.pdf,metro_north_danbury_branch_effective_2026-03-29_updated_2026-03-16.pdf,2,From Grand Central
