from_stop_id,to_stop_id,from_route_id,to_route_id,from_trip_id,to_trip_id,transfer_type,min_transfer_time
124,124,,,246131224613641+2282617+1,246131224613641+2282171+1,1,
124,124,,,246131224613644+2282617+1,246131224613644+2282171+1,1,
124,124,,,246129224612943+2282619+1,246129224612943+2282173+1,1,
124,124,,,246131624613655+2282620+1,246127424613655+2282172+1,1,
124,124,,,246128424612874+2282669+1,246128424612874+2282214+1,1,
124,124,,,246127824612802+2282671+1,246127824612802+2282216+1,1,
124,124,,,246127124612734+2282695+1,246127124612734+2282229+0,1,
124,124,,,246128424612874+2282695+1,246128424612874+2282229+0,1,
124,124,,,246131224613641+2282695+1,246131224613641+2282229+0,1,
124,124,,,246129224612943+2282696+1,246129224612943+2282231+0,1,
124,124,,,246127424612815+2282705+0,246127424612815+2282237+0,1,
124,124,,,246129224612943+2282706+0,246129224612943+2282238+0,1,
124,124,,,246129224612944+2282706+0,246129224612944+2282238+0,1,
124,124,,,246127424613655+2282718+0,246127424612815+2282251+0,1,
124,124,,,246127424613655+2282718+0,246128824612885+2282253+0,1,
124,124,,,246127424613655+2282718+0,246130224613025+2282253+0,1,
124,124,,,246127124612732+2282726+0,246127124612732+2282254+0,1,
124,124,,,246127724612771+2282726+0,246127724612771+2282254+0,1,
124,124,,,246129824613011+2282726+0,246129824613011+2282254+0,1,
124,124,,,246131224613643+2282726+0,246131224613643+2282254+0,1,
124,124,,,246129524612955+2282727+0,246129524612955+2282255+0,1,
124,124,,,246127824612802+2282728+0,246127824612802+2282256+0,1,
124,124,,,246127124612733+2282730+0,246127124612733+2282258+0,1,
124,124,,,246129824613011+2282730+0,246129824613011+2282258+0,1,
124,124,,,246130924613095+2282731+0,246130924613095+2282259+0,1,
124,124,,,246129224612944+2282732+0,246129224612944+2282260+0,1,
124,124,,,246130624613082+2282732+0,246130624613082+2282260+0,1,
124,124,,,246127124612733+2282737+0,246127124612733+2282264+0,1,
124,124,,,246127724612871+2282737+0,246127724612771+2282264+0,1,
124,124,,,246127724612873+2282737+0,246127824612803+2282266+0,1,
124,124,,,246127724612874+2282737+0,246127824612804+2282266+0,1,
124,124,,,246127524612756+2285212+0,246127524613666+2284820+0,1,
124,124,,,246128324612837+2285233+0,246128324612837+2284839+0,1,
124,124,,,246127524612756+2285257+0,246127524612756+2284856+0,1,
124,124,,,246128224612896+2285270+0,246128224613666+2284868+0,1,
124,124,,,246129624612966+2285284+0,246127524613666+2284874+0,1,
124,124,,,246130424613047+2285284+0,246129724613607+2284876+0,1,
124,124,,,246131024613666+2285293+0,246128224613666+2284883+0,1,
124,124,,,246131124613607+2285294+0,246129724613607+2284884+0,1,
124,124,,,246128824612885+2282739+0,246127424613655+2282265+0,1,
124,124,,,246129224612955+2282745+0,246129524612955+2282271+0,1,
124,124,,,246129824613652+2282745+0,246129824613012+2282267+0,1,
124,124,,,246127724612881+2282750+0,246128424612871+2282272+0,1,
124,124,,,246127724612884+2282750+0,246128424612874+2282272+0,1,
124,124,,,246129224612944+2282750+0,246129224612944+2282276+0,1,
124,124,,,246129824613643+2282750+0,246129824613013+2282278+0,1,
124,124,,,246129524613655+2282751+0,246130924613095+2282277+0,1,
124,124,,,246129524613655+2282751+0,246131624613655+2282279+0,1,
124,124,,,246127724612882+2282752+0,246127824612802+2282288+0,1,
124,124,,,246129224612954+2282752+0,246129224612944+2282288+0,1,
124,124,,,246127124612733+2282755+0,246127124612733+2282294+0,1,
124,124,,,246129524612955+2282756+0,246129524612955+2282298+0,1,
124,124,,,246127824612802+2282757+0,246127824612802+2282296+0,1,
124,124,,,246127824612803+2282757+0,246127824612803+2282296+0,1,
124,124,,,246130624613083+2282757+0,246130624613083+2282296+0,1,
124,124,,,246127124612734+2282765+0,246127124612734+2282303+0,1,
124,124,,,246127724612771+2282765+0,246127724612771+2282303+0,1,
124,124,,,246129824613013+2282765+0,246129824613013+2282308+0,1,
124,124,,,246127824612803+2282767+0,246127824612803+2282305+0,1,
124,124,,,246130624613083+2282767+0,246130624613083+2282307+0,1,
124,124,,,246127124612732+2282769+0,246127124612732+2282309+0,1,
124,124,,,246129824613643+2282769+0,246129824613013+2282309+0,1,
124,124,,,246128424612873+2282774+0,246128424612873+2282312+0,1,
124,124,,,246130624613084+2282776+0,246130624613084+2282314+0,1,
124,124,,,246128424612871+2282781+0,246128424612871+2282318+0,1,
124,124,,,246127824612802+2282783+0,246127824612802+2282320+0,1,
124,124,,,246128824612885+2282784+0,246128824612885+2282321+0,1,
124,124,,,246129224612942+2282785+0,246129224612942+2282322+0,1,
124,124,,,246130624613082+2282785+0,246130624613082+2282322+0,1,
124,124,,,246130624613084+2282785+0,246130624613084+2282322+0,1,
124,124,,,246129824613014+2282786+0,246129824613014+2282318+0,1,
124,124,,,246127124612734+2282794+0,246127124612734+2282330+0,1,
124,124,,,246131224613642+2282794+0,246129824613642+2282334+0,1,
124,124,,,246131224613644+2282794+0,246129824613644+2282334+0,1,
124,124,,,246127424613655+2282795+0,246130224613025+2282333+0,1,
124,124,,,246129524612955+2282800+0,246129524612955+2282337+0,1,
124,124,,,246129224612943+2282801+0,246129224612943+2282338+0,1,
124,124,,,246128224612896+2285321+0,246128224612896+2284903+0,1,
124,124,,,246131024613666+2285321+0,246131024613666+2284903+0,1,
124,124,,,246128224612896+2285333+0,246128224612896+2284914+0,1,
124,124,,,246131024613666+2285333+0,246131024613666+2284914+0,1,
124,124,,,246129624613036+2285335+0,246129624613036+2284916+0,1,
124,124,,,246131124613607+2285357+0,246130424613607+2284940+0,1,
124,124,,,246129624612966+2285358+0,246128224613666+2284938+0,1,
124,124,,,246129724613037+2285358+0,246129724612977+2284937+0,1,
124,124,,,246129724613036+2285358+0,246128224613666+2284938+0,1,
124,124,,,246127624612767+2285369+0,246127624612837+2284948+0,1,
124,124,,,246128324612837+2285371+0,246127624612837+2284948+0,1,
124,124,,,246127624612767+2285380+0,246127624612767+2284961+0,1,
124,124,,,246131024613666+2285394+0,246127524613666+2284966+0,1,
124,124,,,246131124613607+2285395+0,246129724613607+2284968+0,1,
124,124,,,246129724613036+2285406+0,246130324613666+2284981+0,1,
124,124,,,246127724612874+2282812+0,246128424612874+2282349+0,1,
124,124,,,246129824613641+2282812+0,246130524613051+2282349+0,1,
124,124,,,246129824613643+2282812+0,246131224613643+2282349+0,1,
124,124,,,246129524612955+2282839+0,246127424613655+2282361+0,1,
124,124,,,246130524613051+2282840+0,246130524613051+2282360+0,1,
124,124,,,246127724612771+2282842+0,246127724612771+2282363+0,1,
124,124,,,246130924613095+2282843+0,246130924613095+2282368+0,1,
124,124,,,246127124612733+2282855+0,246127124612733+2282374+0,1,
124,124,,,246127824612812+2282856+0,246127824612802+2282376+0,1,
124,124,,,246128824613655+2282856+0,246128824612885+2282377+0,1,
124,124,,,246128824613655+2282856+0,246130224613025+2282377+0,1,
124,124,,,246129224612944+2282857+0,246129224612944+2282376+0,1,
124,124,,,246131224613641+2282858+0,246131224613641+2282378+0,1,
124,124,,,246127124612733+2282872+0,246127124612733+2282398+0,1,
124,124,,,246127824612803+2282874+0,246127824612803+2282400+0,1,
124,124,,,246129224612944+2282876+0,246129224612944+2282400+0,1,
124,124,,,246130624613083+2282876+0,246130624613083+2282400+0,1,
124,124,,,246131024613666+2285434+0,246130324613666+2284999+0,1,
124,124,,,246128224613666+2285455+0,246127524613666+2285020+0,1,
124,124,,,246127624612767+2285490+0,246127624612837+2285046+0,1,
124,124,,,246127624612767+2285523+0,246127624612837+2285068+0,1,
124,124,,,246128224613666+2285538+0,246127524613666+2285073+0,1,
124,124,,,246127124612733+2282890+0,246127124612733+2282416+0,1,
124,124,,,246128424612871+2282890+0,246128424612871+2282416+0,1,
124,124,,,246130624613083+2282894+0,246130624613083+2282418+0,1,
124,124,,,246127124612733+2282908+0,246127124612733+2282440+0,1,
124,124,,,246128424612871+2282908+0,246128424612871+2282440+0,1,
124,124,,,246130524613051+2282908+0,246130524613051+2282445+0,1,
124,124,,,246127824612804+2282910+0,246127824612804+2282442+0,1,
124,124,,,246130224613025+2282911+0,246130224613025+2282443+0,1,
124,124,,,246130924613095+2282913+0,246130624613095+2282447+0,1,
124,124,,,246129224612942+2282914+0,246129224612952+2282447+0,1,
124,124,,,246131224613643+2282917+0,246131224613643+2282448+0,1,
124,124,,,246127724612802+2282935+1,246127824612802+2282502+1,1,
124,124,,,246128424612884+2282935+1,246128424612874+2282500+1,1,
124,124,,,246127124612734+2282547+0,246127124612734+2282082+0,1,
124,124,,,246128424612873+2282547+0,246128424612873+2282082+0,1,
124,124,,,246128424612874+2282547+0,246128424612874+2282082+0,1,
124,124,,,246129824613014+2282547+0,246129824613014+2282082+0,1,
124,124,,,246131224613641+2282547+0,246131224613641+2282082+0,1,
124,124,,,246131224613643+2282547+0,246131224613643+2282082+0,1,
124,124,,,246127824612804+2282549+0,246127824612804+2282084+0,1,
124,124,,,246127124612733+2282573+0,246127124612743+2282110+1,1,
124,124,,,246128424612872+2282573+0,246127724612882+2282110+1,1,
124,124,,,246128824612885+2282576+0,246127724612885+2282110+1,1,
124,124,,,246130924613095+2282579+0,246129824613655+2282110+1,1,
124,124,,,246127124612734+2282600+1,246127124612744+2282136+1,1,
124,124,,,246127424612815+2282601+1,246127124612745+2282136+1,1,
124,124,,,246127824612802+2282602+1,246127724612882+2282136+1,1,
124,124,,,246127824612804+2282602+1,246127724612884+2282136+1,1,
124,124,,,246129224612944+2282602+1,246129224612954+2282136+1,1,
124,124,,,246130624613082+2282602+1,246129824613652+2282136+1,1,
124,124,,,246127124612734+2282617+1,246127124612734+2282171+1,1,
124,124,,,246127824612803+2282619+1,246127824612803+2282173+1,1,
124,124,,,246128824613025+2282620+1,246127424613655+2282172+1,1,
124,124,,,246127124612732+2282669+1,246127124612732+2282214+1,1,
124,124,,,246131224613643+2282669+1,246131224613643+2282214+1,1,
124,124,,,246129524612955+2282670+1,246129524612955+2282215+1,1,
124,124,,,246127824612804+2282671+1,246127824612804+2282216+1,1,
124,124,,,246130624613083+2282671+1,246130624613083+2282216+1,1,
124,124,,,246128824612885+2282672+1,246128824612885+2282217+1,1,
124,124,,,246131624613655+2282672+1,246131624613655+2282217+1,1,
124,124,,,246127524612756+2285175+0,246127524612756+2284793+0,1,
124,124,,,246128324612837+2285178+0,246128324612837+2284796+0,1,
124,124,,,246131124613607+2285189+0,246129724613607+2284804+0,1,
124,124,,,246128224612896+2285199+0,246127524613666+2284812+0,1,
124,124,,,246127124612732+2282695+1,246127124612732+2282229+0,1,
124,124,,,246127724612771+2282695+1,246127724612771+2282229+0,1,
124,124,,,246127124612734+2282704+0,246127124612734+2282236+0,1,
124,124,,,246129824613014+2282704+0,246129824613014+2282236+0,1,
124,124,,,246130524613051+2282704+0,246130524613051+2282236+0,1,
124,124,,,246129524612955+2282705+0,246129524612955+2282237+0,1,
124,124,,,246130624613084+2282706+0,246130624613084+2282238+0,1,
124,124,,,246130224613025+2282707+0,246130224613025+2282239+0,1,
124,124,,,246128424612872+2282717+0,246128424612872+2282250+0,1,
124,124,,,246129824613011+2282717+0,246129824613011+2282250+0,1,
124,124,,,246130624613082+2282719+0,246130624613082+2282252+0,1,
124,124,,,246130624613083+2282719+0,246130624613083+2282252+0,1,
124,124,,,246128424612874+2282726+0,246128424612874+2282254+0,1,
124,124,,,246129824613013+2282726+0,246129824613013+2282254+0,1,
124,124,,,246130924613095+2282727+0,246130924613095+2282255+0,1,
124,124,,,246129224612944+2282728+0,246129224612944+2282256+0,1,
124,124,,,246128424612872+2282730+0,246128424612872+2282258+0,1,
124,124,,,246128424612874+2282730+0,246128424612874+2282258+0,1,
124,124,,,246127424612815+2282731+0,246127424612815+2282259+0,1,
124,124,,,246130224613025+2282733+0,246130224613025+2282261+0,1,
124,124,,,246127124612732+2282737+0,246127124612732+2282264+0,1,
124,124,,,246127724612872+2282737+0,246128424612872+2282264+0,1,
124,124,,,246127724612874+2282737+0,246128424612874+2282264+0,1,
124,124,,,246129824613644+2282737+0,246129824613014+2282264+0,1,
124,124,,,246128324612837+2285260+0,246128324612837+2284859+0,1,
124,124,,,246129024612917+2285260+0,246129024612917+2284859+0,1,
124,124,,,246129624613036+2285261+0,246129624613036+2284860+0,1,
124,124,,,246128324612837+2285281+0,246128324612837+2284876+0,1,
124,124,,,246129724613037+2285284+0,246129724613607+2284876+0,1,
124,124,,,246128224612896+2285303+0,246127524613666+2284889+0,1,
124,124,,,246128324612837+2285304+0,246128324612837+2284891+0,1,
124,124,,,246130424613047+2285307+0,246129724613607+2284891+0,1,
124,124,,,246129524612955+2282738+0,246127424613655+2282265+0,1,
124,124,,,246127724612881+2282745+0,246127724612771+2282267+0,1,
124,124,,,246127724612882+2282745+0,246127824612802+2282269+0,1,
124,124,,,246127724612885+2282745+0,246127424612815+2282268+0,1,
124,124,,,246127724612881+2282745+0,246128424612871+2282267+0,1,
124,124,,,246127724612884+2282745+0,246128424612874+2282267+0,1,
124,124,,,246129824613651+2282745+0,246129824613011+2282267+0,1,
124,124,,,246129824613652+2282745+0,246131224613642+2282267+0,1,
124,124,,,246127124612745+2282750+0,246127424612815+2282273+0,1,
124,124,,,246127124612744+2282752+0,246127124612734+2282286+0,1,
124,124,,,246127724612881+2282752+0,246127724612771+2282286+0,1,
124,124,,,246127724612885+2282752+0,246128824612885+2282289+0,1,
124,124,,,246129824613654+2282752+0,246129824613014+2282286+0,1,
124,124,,,246129824613655+2282752+0,246130224613025+2282289+0,1,
124,124,,,246129824613654+2282752+0,246130624613084+2282288+0,1,
124,124,,,246127124612734+2282755+0,246127124612734+2282294+0,1,
124,124,,,246129824613014+2282755+0,246129824613014+2282294+0,1,
124,124,,,246131224613643+2282755+0,246131224613643+2282294+0,1,
124,124,,,246129824613011+2282765+0,246129824613011+2282308+0,1,
124,124,,,246131224613642+2282765+0,246131224613642+2282308+0,1,
124,124,,,246127824612804+2282767+0,246127824612804+2282305+0,1,
124,124,,,246130224613025+2282768+0,246130224613025+2282306+0,1,
124,124,,,246127724612872+2282769+0,246127824612802+2282311+0,1,
124,124,,,246129824613641+2282769+0,246131224613641+2282309+0,1,
124,124,,,246127424612815+2282770+0,246127424613655+2282310+0,1,
124,124,,,246130924613095+2282772+0,246127424613655+2282310+0,1,
124,124,,,246128424612874+2282774+0,246128424612874+2282312+0,1,
124,124,,,246129824613014+2282774+0,246129824613014+2282312+0,1,
124,124,,,246131224613643+2282774+0,246131224613643+2282312+0,1,
124,124,,,246129224612943+2282776+0,246129224612943+2282314+0,1,
124,124,,,246129224612944+2282776+0,246129224612944+2282314+0,1,
124,124,,,246128824612885+2282777+0,246127424613655+2282313+0,1,
124,124,,,246131624613655+2282784+0,246131624613655+2282321+0,1,
124,124,,,246129224612943+2282785+0,246129224612943+2282322+0,1,
124,124,,,246129824613012+2282786+0,246129824613012+2282318+0,1,
124,124,,,246131224613641+2282786+0,246131224613641+2282318+0,1,
124,124,,,246127724612771+2282794+0,246127724612771+2282330+0,1,
124,124,,,246127424613655+2282795+0,246129524612955+2282335+0,1,
124,124,,,246129224612943+2282796+0,246129224612943+2282334+0,1,
124,124,,,246127124612734+2282799+0,246127124612734+2282336+0,1,
124,124,,,246131224613641+2282799+0,246131224613641+2282340+0,1,
124,124,,,246131224613643+2282799+0,246131224613643+2282340+0,1,
124,124,,,246131224613644+2282799+0,246131224613644+2282340+0,1,
124,124,,,246129224612944+2282801+0,246129224612944+2282338+0,1,
124,124,,,246129024612907+2285323+0,246129024612917+2284904+0,1,
124,124,,,246128324612837+2285334+0,246128324612837+2284915+0,1,
124,124,,,246129724613047+2285336+0,246129724613607+2284915+0,1,
124,124,,,246128324612837+2285357+0,246127624612837+2284937+0,1,
124,124,,,246129024612907+2285372+0,246129024612917+2284950+0,1,
124,124,,,246131024613666+2285381+0,246127524613666+2284960+0,1,
124,124,,,246127524612756+2285402+0,246127524612756+2284976+0,1,
124,124,,,246127624612767+2285403+0,246127624612767+2284977+0,1,
124,124,,,246128224612896+2285404+0,246128224612896+2284978+0,1,
124,124,,,246129024612911+2285405+0,246129024612911+2284979+0,1,
124,124,,,246129624612966+2285406+0,246129624612966+2284980+0,1,
124,124,,,246127724612871+2282812+0,246127724612771+2282349+0,1,
124,124,,,246129224612942+2282812+0,246129224612942+2282351+0,1,
124,124,,,246129824613644+2282812+0,246130624613084+2282351+0,1,
124,124,,,246129524612955+2282813+0,246129524613655+2282350+0,1,
124,124,,,246127124612733+2282835+0,246127124612733+2282360+0,1,
124,124,,,246127724612771+2282835+0,246127724612771+2282360+0,1,
124,124,,,246129824613011+2282840+0,246129824613011+2282360+0,1,
124,124,,,246131224613644+2282840+0,246131224613644+2282360+0,1,
124,124,,,246128424612871+2282842+0,246128424612871+2282363+0,1,
124,124,,,246127824612802+2282844+0,246127824612802+2282365+0,1,
124,124,,,246127824612803+2282844+0,246127824612803+2282365+0,1,
124,124,,,246130624613082+2282844+0,246130624613082+2282365+0,1,
124,124,,,246131624613655+2282846+0,246131624613655+2282366+0,1,
124,124,,,246127424612745+2282856+0,246127424612815+2282375+0,1,
124,124,,,246128824613655+2282856+0,246131624613655+2282377+0,1,
124,124,,,246129224612943+2282857+0,246129224612943+2282376+0,1,
124,124,,,246130624613083+2282857+0,246130624613083+2282376+0,1,
124,124,,,246129824613014+2282858+0,246129824613014+2282378+0,1,
124,124,,,246131224613644+2282858+0,246131224613644+2282378+0,1,
124,124,,,246130624613082+2282876+0,246130624613082+2282400+0,1,
124,124,,,246129824613011+2282878+0,246129824613011+2282398+0,1,
124,124,,,246129024612911+2285418+0,246129024612911+2284989+0,1,
124,124,,,246127624612767+2285427+0,246127624613607+2284996+0,1,
124,124,,,246127624612767+2285442+0,246127624612837+2285013+0,1,
124,124,,,246128224612966+2285443+0,246127524613666+2285012+0,1,
124,124,,,246131024613666+2285449+0,246127524613666+2285012+0,1,
124,124,,,246127524612756+2285453+0,246127524613666+2285020+0,1,
124,124,,,246127524612756+2285478+0,246127524613666+2285038+0,1,
124,124,,,246129724613607+2285511+0,246129724613607+2285057+0,1,
124,124,,,246127524612756+2285536+0,246127524613666+2285073+0,1,
124,124,,,246131124613607+2285539+0,246129724613607+2285074+0,1,
124,124,,,246128224613666+2285555+0,246128224613666+2285085+0,1,
124,124,,,246128424612872+2282890+0,246128424612872+2282416+0,1,
124,124,,,246128424612873+2282890+0,246128424612873+2282416+0,1,
124,124,,,246128424612874+2282890+0,246128424612874+2282416+0,1,
124,124,,,246127424612815+2282891+0,246127424612815+2282417+0,1,
124,124,,,246127824612802+2282892+0,246127824612802+2282418+0,1,
124,124,,,246129824613014+2282908+0,246129824613014+2282445+0,1,
124,124,,,246129524612955+2282909+0,246129524612955+2282441+0,1,
124,124,,,246129224612942+2282910+0,246129224612942+2282444+0,1,
124,124,,,246130624613083+2282910+0,246130624613083+2282444+0,1,
124,124,,,246127724612771+2282912+0,246127724612771+2282446+0,1,
124,124,,,246130624613084+2282914+0,246130624613094+2282447+0,1,
124,124,,,246129224612943+2282935+1,246129224612943+2282502+1,1,
124,124,,,246129824613643+2282935+1,246129824613013+2282500+1,1,
124,124,,,246129824613644+2282935+1,246131224613644+2282500+1,1,
124,124,,,246127124612732+2282547+0,246127124612732+2282082+0,1,
124,124,,,246128424612872+2282547+0,246128424612872+2282082+0,1,
124,124,,,246129224612943+2282551+0,246129224612943+2282084+0,1,
124,124,,,246129224612944+2282551+0,246129224612944+2282084+0,1,
124,124,,,246127724612771+2282573+0,246127724612881+2282110+1,1,
124,124,,,246130524613051+2282573+0,246129824613651+2282110+1,1,
124,124,,,246129524612955+2282604+1,246129224612955+2282136+1,1,
124,124,,,246127124612732+2282617+1,246127124612732+2282171+1,1,
124,124,,,246129824613011+2282617+1,246129824613011+2282171+1,1,
124,124,,,246130624613082+2282619+1,246130624613082+2282173+1,1,
124,124,,,246127124612734+2282669+1,246127124612734+2282214+1,1,
124,124,,,246127724612771+2282669+1,246127724612771+2282214+1,1,
124,124,,,246128424612871+2282669+1,246128424612871+2282214+1,1,
124,124,,,246131224613642+2282669+1,246131224613642+2282214+1,1,
124,124,,,246128224612896+2285188+0,246128224612896+2284803+0,1,
124,124,,,246128424612873+2282695+1,246128424612873+2282229+0,1,
124,124,,,246129824613011+2282695+1,246129824613011+2282229+0,1,
124,124,,,246130524613051+2282695+1,246130524613051+2282229+0,1,
124,124,,,246128424612872+2282704+0,246128424612872+2282236+0,1,
124,124,,,246128424612873+2282704+0,246128424612873+2282236+0,1,
124,124,,,246130624613083+2282706+0,246130624613083+2282238+0,1,
124,124,,,246127124612732+2282717+0,246127124612732+2282250+0,1,
124,124,,,246129824613012+2282717+0,246129824613012+2282250+0,1,
124,124,,,246131224613643+2282717+0,246131224613643+2282250+0,1,
124,124,,,246129224612943+2282719+0,246129224612943+2282252+0,1,
124,124,,,246131224613641+2282726+0,246131224613641+2282254+0,1,
124,124,,,246127824612803+2282728+0,246127824612803+2282256+0,1,
124,124,,,246130624613084+2282728+0,246130624613084+2282256+0,1,
124,124,,,246130524613051+2282730+0,246130524613051+2282258+0,1,
124,124,,,246131224613643+2282730+0,246131224613643+2282258+0,1,
124,124,,,246130624613084+2282732+0,246130624613084+2282260+0,1,
124,124,,,246131624613655+2282733+0,246131624613655+2282261+0,1,
124,124,,,246127624612767+2285231+0,246127624612767+2284837+0,1,
124,124,,,246129024612911+2285233+0,246129024612911+2284839+0,1,
124,124,,,246128324612837+2285294+0,246128324612837+2284884+0,1,
124,124,,,246127524612756+2285301+0,246127524613666+2284889+0,1,
124,124,,,246127124612743+2282745+0,246127124612733+2282267+0,1,
124,124,,,246127724612884+2282745+0,246127824612804+2282269+0,1,
124,124,,,246127724612885+2282745+0,246128824612885+2282270+0,1,
124,124,,,246129824613652+2282745+0,246130624613082+2282269+0,1,
124,124,,,246129224612942+2282750+0,246129224612942+2282276+0,1,
124,124,,,246129824613641+2282750+0,246130524613051+2282278+0,1,
124,124,,,246129824613644+2282750+0,246130624613084+2282276+0,1,
124,124,,,246127124612742+2282752+0,246127124612732+2282286+0,1,
124,124,,,246129824613651+2282752+0,246129824613011+2282286+0,1,
124,124,,,246127124612732+2282755+0,246127124612732+2282294+0,1,
124,124,,,246128424612873+2282755+0,246128424612873+2282294+0,1,
124,124,,,246129824613011+2282755+0,246129824613011+2282294+0,1,
124,124,,,246131624613655+2282758+0,246131624613655+2282297+0,1,
124,124,,,246129824613012+2282765+0,246129824613012+2282308+0,1,
124,124,,,246131224613641+2282765+0,246131224613641+2282308+0,1,
124,124,,,246129524612955+2282766+0,246129524612955+2282304+0,1,
124,124,,,246129224612943+2282767+0,246129224612943+2282307+0,1,
124,124,,,246129224612944+2282767+0,246129224612944+2282307+0,1,
124,124,,,246130624613084+2282767+0,246130624613084+2282307+0,1,
124,124,,,246127124612734+2282769+0,246127124612734+2282309+0,1,
124,124,,,246127724612872+2282769+0,246128424612872+2282309+0,1,
124,124,,,246129224612943+2282769+0,246129224612943+2282311+0,1,
124,124,,,246129824613642+2282769+0,246130624613082+2282311+0,1,
124,124,,,246129824613644+2282769+0,246130624613084+2282311+0,1,
124,124,,,246130224613025+2282773+0,246127424613655+2282310+0,1,
124,124,,,246127724612771+2282774+0,246127724612771+2282312+0,1,
124,124,,,246131624613655+2282777+0,246127424613655+2282313+0,1,
124,124,,,246127424612815+2282782+0,246127424612815+2282319+0,1,
124,124,,,246129524612955+2282782+0,246129524612955+2282323+0,1,
124,124,,,246130924613095+2282782+0,246130924613095+2282323+0,1,
124,124,,,246129224612944+2282785+0,246129224612944+2282322+0,1,
124,124,,,246129824613011+2282786+0,246129824613011+2282318+0,1,
124,124,,,246129824613013+2282786+0,246129824613013+2282318+0,1,
124,124,,,246131224613644+2282786+0,246131224613644+2282318+0,1,
124,124,,,246127124612733+2282794+0,246127124612733+2282330+0,1,
124,124,,,246129824613011+2282794+0,246129824613641+2282334+0,1,
124,124,,,246129824613012+2282794+0,246129824613642+2282334+0,1,
124,124,,,246129824613013+2282794+0,246129824613643+2282334+0,1,
124,124,,,246131224613643+2282794+0,246129824613643+2282334+0,1,
124,124,,,246127824612802+2282796+0,246127824612802+2282332+0,1,
124,124,,,246129224612944+2282796+0,246129224612944+2282334+0,1,
124,124,,,246128824612885+2282802+0,246128824612885+2282339+0,1,
124,124,,,246130224613025+2282803+0,246130224613025+2282341+0,1,
124,124,,,246128324612837+2285322+0,246128324612837+2284904+0,1,
124,124,,,246127624612767+2285332+0,246127624612767+2284913+0,1,
124,124,,,246129024612917+2285334+0,246129024612917+2284915+0,1,
124,124,,,246129024612911+2285357+0,246129024612911+2284939+0,1,
124,124,,,246127524612756+2285368+0,246127524612756+2284947+0,1,
124,124,,,246131124613607+2285371+0,246130424613607+2284952+0,1,
124,124,,,246127524612756+2285392+0,246127524613666+2284966+0,1,
124,124,,,246129024612917+2285396+0,246129024612917+2284968+0,1,
124,124,,,246127524612756+2285414+0,246127524613666+2284986+0,1,
124,124,,,246127124612734+2282812+0,246127124612734+2282349+0,1,
124,124,,,246129824613641+2282812+0,246129824613011+2282349+0,1,
124,124,,,246128424612874+2282835+0,246128424612874+2282360+0,1,
124,124,,,246130624613082+2282837+0,246130624613082+2282362+0,1,
124,124,,,246131224613641+2282840+0,246131224613641+2282360+0,1,
124,124,,,246131224613642+2282842+0,246131224613642+2282363+0,1,
124,124,,,246131224613643+2282842+0,246131224613643+2282363+0,1,
124,124,,,246127424612815+2282843+0,246127424612815+2282364+0,1,
124,124,,,246128824612885+2282845+0,246128824612885+2282366+0,1,
124,124,,,246127724612771+2282855+0,246127724612771+2282374+0,1,
124,124,,,246127824612814+2282856+0,246127824612804+2282376+0,1,
124,124,,,246128824613655+2282856+0,246129524612955+2282375+0,1,
124,124,,,246130624613082+2282857+0,246130624613082+2282376+0,1,
124,124,,,246131624613655+2282875+0,246131624613655+2282402+0,1,
124,124,,,246129824613012+2282878+0,246129824613012+2282398+0,1,
124,124,,,246131224613641+2282878+0,246131224613641+2282398+0,1,
124,124,,,246129024612917+2285418+0,246129024612917+2284989+0,1,
124,124,,,246127524612756+2285426+0,246127524612756+2284995+0,1,
124,124,,,246129024612907+2285430+0,246127624613607+2284996+0,1,
124,124,,,246129624613036+2285432+0,246130324613666+2284999+0,1,
124,124,,,246131124613607+2285444+0,246129724613607+2285013+0,1,
124,124,,,246129724613047+2285447+0,246129724613607+2285013+0,1,
124,124,,,246128324612837+2285481+0,246128324612837+2285040+0,1,
124,124,,,246129024612917+2285481+0,246129024612917+2285040+0,1,
124,124,,,246127624612767+2285509+0,246127624612767+2285056+0,1,
124,124,,,246128224612896+2285510+0,246127524613666+2285055+0,1,
124,124,,,246127124612734+2282890+0,246127124612734+2282416+0,1,
124,124,,,246127824612804+2282892+0,246127824612804+2282418+0,1,
124,124,,,246128824612885+2282893+0,246128824612885+2282419+0,1,
124,124,,,246131624613655+2282893+0,246131624613655+2282419+0,1,
124,124,,,246130624613082+2282894+0,246130624613082+2282418+0,1,
124,124,,,246128424612872+2282908+0,246128424612872+2282440+0,1,
124,124,,,246128424612871+2282912+0,246128424612871+2282446+0,1,
124,124,,,246128424612872+2282912+0,246128424612872+2282446+0,1,
124,124,,,246127824612802+2282914+0,246127824612812+2282447+0,1,
124,124,,,246128424612883+2282935+1,246128424612873+2282500+1,1,
124,124,,,246129824613644+2282935+1,246130624613084+2282502+1,1,
124,124,,,246129824613641+2282935+1,246131224613641+2282500+1,1,
124,124,,,246130224613025+2283788+1,246130224613025+2282232+0,1,
124,124,,,246127724612771+2282547+0,246127724612771+2282082+0,1,
124,124,,,246129824613012+2282547+0,246129824613012+2282082+0,1,
124,124,,,246131224613644+2282547+0,246131224613644+2282082+0,1,
124,124,,,246130224613025+2282550+0,246130224613655+2282087+0,1,
