from_stop_id,to_stop_id,from_route_id,to_route_id,from_trip_id,to_trip_id,transfer_type,min_transfer_time
74,74,,,246128424612871+2284331+1,246128424612871+2283938+1,1,
74,74,,,246129824613011+2284331+1,246129824613011+2283938+1,1,
74,74,,,246130624613083+2284333+1,246130624613083+2283940+1,1,
74,74,,,246130624613084+2284333+1,246130624613084+2283940+1,1,
74,74,,,246128824612885+2284334+1,246128824612885+2283941+1,1,
74,74,,,246128424612874+2284466+1,246128424612874+2285649+1,1,
74,74,,,246131224613644+2284466+1,246131224613644+2285649+1,1,
74,74,,,246127424612815+2284467+1,246127424612815+2285650+1,1,
74,74,,,246129224612944+2284468+1,246129224612944+2285651+1,1,
74,74,,,246130624613084+2284468+1,246130624613084+2285651+1,1,
94,94,,,246127124612745+2284010+1,246127424612815+2283903+1,1,
94,94,,,246127724612883+2284010+1,246127824612803+2283904+1,1,
94,94,,,246127724612885+2284010+1,246128824613025+2283905+1,1,
94,94,,,246129224612954+2284010+1,246129224612944+2283904+1,1,
94,94,,,246129824613653+2284010+1,246130624613083+2283904+1,1,
94,94,,,246129824613654+2284010+1,246131224613644+2283902+1,1,
94,94,,,246127724612881+2287444+1,246127724612771+2284953+1,1,
94,94,,,246127724612884+2287444+1,246128424612874+2284953+1,1,
94,94,,,246129224612944+2287493+0,246129224612944+2285112+0,1,
94,94,,,246129224612942+2287499+0,246129224612942+2285153+0,1,
94,94,,,246129224612943+2287499+0,246129224612943+2285153+0,1,
94,94,,,246127124612744+2287608+0,246127124612734+2285494+0,1,
94,94,,,246127124612745+2287608+0,246127424612815+2285495+0,1,
94,94,,,246127724612884+2287608+0,246128424612874+2285494+0,1,
94,94,,,246127724612885+2287608+0,246128824612885+2285497+0,1,
94,94,,,246129824613654+2287608+0,246130624613084+2285498+0,1,
94,94,,,246129824613652+2287608+0,246131224613642+2285500+0,1,
94,94,,,246129224612943+2287745+0,246129224612943+2285608+0,1,
94,94,,,246129824613643+2287745+0,246131224613643+2285610+0,1,
94,94,,,246129824613644+2287745+0,246131224613644+2285610+0,1,
94,94,,,246127724612882+2287855+0,246127824612802+2285669+0,1,
94,94,,,246129824613641+2287855+0,246130524613051+2285668+0,1,
94,94,,,246129824613644+2287855+0,246130624613084+2285669+0,1,
94,94,,,246129824613642+2287855+0,246131224613642+2285668+0,1,
94,94,,,246129524613655+2287856+0,246129524613655+2285670+0,1,
94,94,,,246129824613641+2287859+0,246129824613641+2285776+0,1,
94,94,,,246127124612744+2287864+0,246127124612734+2285859+0,1,
94,94,,,246127724612881+2287864+0,246127724612771+2285859+0,1,
94,94,,,246127724612883+2287864+0,246128424612873+2285859+0,1,
94,94,,,246129824613652+2287864+0,246129824613012+2285864+0,1,
94,94,,,246129824613653+2287864+0,246130624613083+2285863+0,1,
94,94,,,246127524613666+2287868+0,246127524612826+2287670+0,1,
94,94,,,246127624612767+2287869+0,246127624612837+2287671+0,1,
94,94,,,246127524613666+2287875+0,246127524613666+2287689+0,1,
94,94,,,246128324612837+2287877+0,246128324612837+2287691+0,1,
94,94,,,246127724612884+2287878+0,246127824612804+2285874+0,1,
94,94,,,246129824613643+2287878+0,246129824613013+2285873+0,1,
94,94,,,246129824613644+2287878+0,246130624613084+2285874+0,1,
94,94,,,246129824613644+2287878+0,246131224613644+2285873+0,1,
94,94,,,246129524613655+2287879+0,246129524612955+2285875+0,1,
94,94,,,246129024612911+2287886+0,246129024612911+2287715+0,1,
94,94,,,246129724613607+2287886+0,246129724613607+2287715+0,1,
94,94,,,246128224613666+2287893+0,246127524613666+2287730+0,1,
94,94,,,246128224613666+2287901+0,246127524613666+2287747+0,1,
94,94,,,246129024612917+2287902+0,246129024612917+2287749+0,1,
94,94,,,246129024612911+2287902+0,246129024612911+2287749+0,1,
94,94,,,246127624612767+2287911+0,246127624612767+2287767+0,1,
94,94,,,246129724613607+2287931+0,246130424613607+2287834+0,1,
94,94,,,246129224612943+2287932+0,246129224612943+2285898+0,1,
94,94,,,246129224612944+2287932+0,246129224612944+2285898+0,1,
94,94,,,246129824613644+2287932+0,246129824613014+2285900+0,1,
94,94,,,246127124612742+2284010+1,246127124612732+2283902+1,1,
94,94,,,246127724612883+2284010+1,246128424612873+2283902+1,1,
94,94,,,246129224612952+2284010+1,246129224612942+2283904+1,1,
94,94,,,246129224612953+2284010+1,246129224612943+2283904+1,1,
94,94,,,246129824613655+2284010+1,246130924613095+2283903+1,1,
94,94,,,246127724612885+2287444+1,246127424612885+2284954+1,1,
94,94,,,246127724612882+2287444+1,246128424612872+2284953+1,1,
94,94,,,246127724612883+2287493+0,246127824612803+2285112+0,1,
94,94,,,246129824613641+2287493+0,246130524613051+2285110+0,1,
94,94,,,246129824613643+2287493+0,246130624613083+2285112+0,1,
94,94,,,246127124612744+2287499+0,246127124612734+2285150+0,1,
94,94,,,246127724612881+2287499+0,246127724612771+2285150+0,1,
94,94,,,246127724612885+2287499+0,246127424612885+2285151+0,1,
94,94,,,246129824613641+2287499+0,246130524613051+2285155+0,1,
94,94,,,246127724612881+2287608+0,246127724612771+2285494+0,1,
94,94,,,246127724612885+2287608+0,246127424612815+2285495+0,1,
94,94,,,246127724612881+2287608+0,246128424612871+2285494+0,1,
94,94,,,246127124612743+2287745+0,246127124612733+2285604+0,1,
94,94,,,246127124612744+2287745+0,246127124612734+2285604+0,1,
94,94,,,246127724612884+2287745+0,246128424612874+2285604+0,1,
94,94,,,246129824613642+2287745+0,246131224613642+2285610+0,1,
94,94,,,246127724612884+2287855+0,246128424612874+2285668+0,1,
94,94,,,246129224612943+2287855+0,246129224612943+2285669+0,1,
94,94,,,246129824613641+2287855+0,246131224613641+2285668+0,1,
94,94,,,246129224612944+2287859+0,246129224612944+2285776+0,1,
94,94,,,246129824613642+2287859+0,246129824613642+2285776+0,1,
94,94,,,246129524613655+2287860+0,246130224613025+2285778+0,1,
94,94,,,246127124612745+2287864+0,246127424612815+2285860+0,1,
94,94,,,246127724612882+2287864+0,246127824612802+2285861+0,1,
94,94,,,246127724612883+2287864+0,246127824612803+2285861+0,1,
94,94,,,246129224612955+2287864+0,246129524612955+2285860+0,1,
94,94,,,246129824613653+2287864+0,246129824613013+2285864+0,1,
94,94,,,246129824613655+2287864+0,246131624613655+2285862+0,1,
94,94,,,246127524613666+2287868+0,246128924613666+2287672+0,1,
94,94,,,246127724612883+2287878+0,246127824612803+2285874+0,1,
94,94,,,246129824613641+2287878+0,246130524613051+2285873+0,1,
94,94,,,246129824613643+2287878+0,246130624613083+2285874+0,1,
94,94,,,246127524612756+2287891+0,246127524613666+2287730+0,1,
94,94,,,246127524612756+2287899+0,246127524613666+2287747+0,1,
94,94,,,246128224613666+2287912+0,246127524613666+2287766+0,1,
94,94,,,246127524612756+2287918+0,246127524613666+2287793+0,1,
94,94,,,246128224613666+2287926+0,246127524613666+2287811+0,1,
94,94,,,246129024612917+2287927+0,246129024612907+2287813+0,1,
94,94,,,246128224613666+2287930+0,246127524613666+2287830+0,1,
94,94,,,246129024612917+2287931+0,246129024612907+2287832+0,1,
94,94,,,246129824613641+2287932+0,246131224613641+2285900+0,1,
94,94,,,246129524613655+2287933+0,246129524612955+2285899+0,1,
94,94,,,246129524613655+2287933+0,246131624613655+2285901+0,1,
94,94,,,246127724612882+2284010+1,246127824612802+2283904+1,1,
94,94,,,246129824613654+2284010+1,246130624613084+2283904+1,1,
94,94,,,246127124612745+2287444+1,246127424612885+2284954+1,1,
94,94,,,246129224612955+2287444+1,246129524613655+2284956+1,1,
94,94,,,246129824613654+2287444+1,246129824613014+2284953+1,1,
94,94,,,246129824613655+2287444+1,246129524613655+2284956+1,1,
94,94,,,246129824613651+2287444+1,246130524613051+2284953+1,1,
94,94,,,246129824613654+2287444+1,246130624613084+2284955+1,1,
94,94,,,246129824613652+2287444+1,246131224613642+2284953+1,1,
94,94,,,246127124612745+2287493+0,246127424612885+2285111+0,1,
94,94,,,246127724612883+2287493+0,246128424612873+2285110+0,1,
94,94,,,246129224612942+2287493+0,246129224612942+2285112+0,1,
94,94,,,246129824613642+2287493+0,246129824613012+2285110+0,1,
94,94,,,246129824613644+2287493+0,246129824613014+2285110+0,1,
94,94,,,246129824613642+2287493+0,246131224613642+2285110+0,1,
94,94,,,246127724612882+2287499+0,246127824612802+2285152+0,1,
94,94,,,246127724612884+2287499+0,246127824612804+2285152+0,1,
94,94,,,246127724612884+2287499+0,246128424612874+2285150+0,1,
94,94,,,246129824613642+2287499+0,246129824613012+2285155+0,1,
94,94,,,246129824613643+2287499+0,246130624613083+2285153+0,1,
94,94,,,246129824613643+2287499+0,246131224613643+2285155+0,1,
94,94,,,246127124612743+2287608+0,246127124612733+2285494+0,1,
94,94,,,246129224612953+2287608+0,246129224612943+2285498+0,1,
94,94,,,246129824613652+2287608+0,246130624613082+2285498+0,1,
94,94,,,246129824613653+2287608+0,246131224613643+2285500+0,1,
94,94,,,246129824613654+2287608+0,246131224613644+2285500+0,1,
94,94,,,246127724612882+2287745+0,246127824612802+2285606+0,1,
94,94,,,246127724612885+2287745+0,246127424612815+2285605+0,1,
94,94,,,246127724612882+2287745+0,246128424612872+2285604+0,1,
94,94,,,246129224612942+2287745+0,246129224612942+2285608+0,1,
94,94,,,246129824613642+2287745+0,246129824613012+2285610+0,1,
94,94,,,246129824613642+2287745+0,246130624613082+2285608+0,1,
94,94,,,246127724612881+2287855+0,246127724612771+2285668+0,1,
94,94,,,246127724612883+2287855+0,246128424612873+2285668+0,1,
94,94,,,246127724612871+2287859+0,246127724612871+2285776+0,1,
94,94,,,246129824613644+2287859+0,246129824613644+2285776+0,1,
94,94,,,246129524613655+2287860+0,246131624613655+2285778+0,1,
94,94,,,246127124612742+2287864+0,246127124612732+2285859+0,1,
94,94,,,246127724612884+2287864+0,246128424612874+2285859+0,1,
94,94,,,246129824613652+2287864+0,246131224613642+2285864+0,1,
94,94,,,246129824613653+2287864+0,246131224613643+2285864+0,1,
94,94,,,246129024612911+2287870+0,246129024612911+2287673+0,1,
94,94,,,246129724613607+2287877+0,246129724613607+2287691+0,1,
94,94,,,246127124612742+2287878+0,246127124612732+2285873+0,1,
94,94,,,246129224612944+2287878+0,246129224612944+2285874+0,1,
94,94,,,246129824613643+2287878+0,246131224613643+2285873+0,1,
94,94,,,246128324612837+2287902+0,246128324612837+2287749+0,1,
94,94,,,246127524612756+2287928+0,246127524613666+2287830+0,1,
94,94,,,246129824613642+2287932+0,246129824613012+2285900+0,1,
94,94,,,246129824613642+2287932+0,246131224613642+2285900+0,1,
94,94,,,246127724612882+2284010+1,246128424612872+2283902+1,1,
94,94,,,246129224612955+2284010+1,246128824613025+2283905+1,1,
94,94,,,246129824613654+2284010+1,246129824613014+2283902+1,1,
94,94,,,246129824613651+2284010+1,246130524613051+2283902+1,1,
94,94,,,246127124612743+2287444+1,246127124612733+2284953+1,1,
94,94,,,246127724612882+2287444+1,246127824612802+2284955+1,1,
94,94,,,246127724612881+2287444+1,246128424612871+2284953+1,1,
94,94,,,246129824613653+2287444+1,246130624613083+2284955+1,1,
94,94,,,246129824613653+2287444+1,246131224613643+2284953+1,1,
94,94,,,246127124612742+2287493+0,246127124612732+2285110+0,1,
94,94,,,246127124612744+2287493+0,246127124612734+2285110+0,1,
94,94,,,246129824613643+2287493+0,246129824613013+2285110+0,1,
94,94,,,246129824613642+2287493+0,246130624613082+2285112+0,1,
94,94,,,246129524613655+2287494+0,246129524613655+2285113+0,1,
94,94,,,246129224612944+2287499+0,246129224612944+2285153+0,1,
94,94,,,246129824613642+2287499+0,246130624613082+2285153+0,1,
94,94,,,246129524613655+2287500+0,246129524613655+2285154+0,1,
94,94,,,246129224612955+2287608+0,246129524612955+2285499+0,1,
94,94,,,246129824613655+2287608+0,246130224613025+2285501+0,1,
94,94,,,246129824613653+2287608+0,246130624613083+2285498+0,1,
94,94,,,246127124612742+2287745+0,246127124612732+2285604+0,1,
94,94,,,246127124612745+2287745+0,246127424612815+2285605+0,1,
94,94,,,246129824613644+2287745+0,246130624613084+2285608+0,1,
94,94,,,246129524613655+2287746+0,246130224613025+2285611+0,1,
94,94,,,246127124612742+2287855+0,246127124612732+2285668+0,1,
94,94,,,246127124612743+2287855+0,246127124612733+2285668+0,1,
94,94,,,246129224612942+2287855+0,246129224612942+2285669+0,1,
94,94,,,246129824613641+2287855+0,246129824613011+2285668+0,1,
94,94,,,246127124612734+2287859+0,246127124612734+2285776+0,1,
94,94,,,246129224612942+2287859+0,246129224612942+2285776+0,1,
94,94,,,246129224612943+2287859+0,246129224612943+2285776+0,1,
94,94,,,246129524613655+2287860+0,246129524612955+2285777+0,1,
94,94,,,246127124612743+2287864+0,246127124612733+2285859+0,1,
94,94,,,246129224612953+2287864+0,246129224612943+2285863+0,1,
94,94,,,246129824613651+2287864+0,246129824613011+2285864+0,1,
94,94,,,246129824613654+2287864+0,246129824613014+2285864+0,1,
94,94,,,246129824613651+2287864+0,246130524613051+2285864+0,1,
94,94,,,246127124612743+2287878+0,246127124612733+2285873+0,1,
94,94,,,246127724612884+2287878+0,246128424612874+2285873+0,1,
94,94,,,246127524613666+2287884+0,246127524613666+2287713+0,1,
94,94,,,246129024612917+2287886+0,246129024612917+2287715+0,1,
94,94,,,246127624612767+2287900+0,246127624612767+2287748+0,1,
94,94,,,246129024612917+2287913+0,246129024612907+2287769+0,1,
94,94,,,246128324612837+2287927+0,246127624612837+2287812+0,1,
94,94,,,246129724613607+2287927+0,246129724613607+2287812+0,1,
94,94,,,246129824613643+2287932+0,246131224613643+2285900+0,1,
94,94,,,246127124612744+2284010+1,246127124612734+2283902+1,1,
94,94,,,246129824613655+2284010+1,246128824613025+2283905+1,1,
94,94,,,246129824613651+2284010+1,246131224613641+2283902+1,1,
94,94,,,246129824613641+2287493+0,246129824613011+2285110+0,1,
94,94,,,246127124612745+2287499+0,246127424612885+2285151+0,1,
94,94,,,246127724612883+2287499+0,246128424612873+2285150+0,1,
94,94,,,246129824613644+2287499+0,246130624613084+2285153+0,1,
94,94,,,246129824613642+2287499+0,246131224613642+2285155+0,1,
94,94,,,246129824613644+2287499+0,246131224613644+2285155+0,1,
94,94,,,246127124612742+2287608+0,246127124612732+2285494+0,1,
94,94,,,246129824613654+2287608+0,246129824613014+2285500+0,1,
94,94,,,246129824613655+2287608+0,246130924613095+2285499+0,1,
94,94,,,246127724612881+2287745+0,246127724612771+2285604+0,1,
94,94,,,246129824613643+2287745+0,246129824613013+2285610+0,1,
94,94,,,246129824613643+2287745+0,246130624613083+2285608+0,1,
94,94,,,246127724612884+2287855+0,246127824612804+2285669+0,1,
94,94,,,246127724612881+2287855+0,246128424612871+2285668+0,1,
94,94,,,246129824613642+2287855+0,246130624613082+2285669+0,1,
94,94,,,246127724612872+2287859+0,246127724612872+2285776+0,1,
94,94,,,246127724612873+2287859+0,246127724612873+2285776+0,1,
94,94,,,246127724612884+2287864+0,246127824612804+2285861+0,1,
94,94,,,246127724612885+2287864+0,246127424612815+2285860+0,1,
94,94,,,246129824613655+2287864+0,246130924613095+2285860+0,1,
94,94,,,246129824613654+2287864+0,246131224613644+2285864+0,1,
94,94,,,246127624612767+2287876+0,246127624612767+2287690+0,1,
94,94,,,246127124612744+2287878+0,246127124612734+2285873+0,1,
94,94,,,246129824613642+2287878+0,246129824613012+2285873+0,1,
94,94,,,246129824613641+2287878+0,246131224613641+2285873+0,1,
94,94,,,246129824613642+2287878+0,246131224613642+2285873+0,1,
94,94,,,246129524613655+2287879+0,246130924613095+2285875+0,1,
94,94,,,246127524612756+2287910+0,246127524613666+2287766+0,1,
94,94,,,246128324612837+2287913+0,246128324612837+2287768+0,1,
94,94,,,246127624612767+2287919+0,246127624612837+2287794+0,1,
94,94,,,246129724613607+2287921+0,246129724613607+2287794+0,1,
94,94,,,246129724613607+2287931+0,246129724612977+2287831+0,1,
94,94,,,246129824613641+2287932+0,246129824613011+2285900+0,1,
94,94,,,246129824613644+2287932+0,246130624613084+2285898+0,1,
94,94,,,246127724612885+2284010+1,246127424612815+2283903+1,1,
94,94,,,246129824613655+2284010+1,246131624613655+2283905+1,1,
94,94,,,246127724612884+2287444+1,246127824612804+2284955+1,1,
94,94,,,246127724612883+2287444+1,246128424612873+2284953+1,1,
94,94,,,246129224612952+2287444+1,246129224612942+2284955+1,1,
94,94,,,246129224612954+2287444+1,246129224612944+2284955+1,1,
94,94,,,246129824613652+2287444+1,246129824613012+2284953+1,1,
94,94,,,246127724612884+2287493+0,246127824612804+2285112+0,1,
94,94,,,246127724612881+2287493+0,246128424612871+2285110+0,1,
94,94,,,246129824613641+2287493+0,246131224613641+2285110+0,1,
94,94,,,246127124612742+2287499+0,246127124612732+2285150+0,1,
94,94,,,246127724612882+2287499+0,246128424612872+2285150+0,1,
94,94,,,246129824613641+2287499+0,246129824613011+2285155+0,1,
94,94,,,246127724612884+2287608+0,246127824612804+2285496+0,1,
94,94,,,246127724612882+2287608+0,246128424612872+2285494+0,1,
94,94,,,246129224612952+2287608+0,246129224612942+2285498+0,1,
94,94,,,246129224612954+2287608+0,246129224612944+2285498+0,1,
94,94,,,246129824613652+2287608+0,246129824613012+2285500+0,1,
94,94,,,246127724612885+2287745+0,246128824612885+2285607+0,1,
94,94,,,246129524613655+2287746+0,246129524612955+2285609+0,1,
94,94,,,246129524613655+2287746+0,246130924613095+2285609+0,1,
94,94,,,246127724612882+2287855+0,246128424612872+2285668+0,1,
94,94,,,246129824613643+2287855+0,246130624613083+2285669+0,1,
94,94,,,246129824613644+2287855+0,246131224613644+2285668+0,1,
94,94,,,246129824613643+2287859+0,246129824613643+2285776+0,1,
94,94,,,246129824613655+2287864+0,246130224613025+2285862+0,1,
94,94,,,246129724613607+2287870+0,246129724613607+2287673+0,1,
94,94,,,246127724612881+2287878+0,246127724612771+2285873+0,1,
94,94,,,246127724612881+2287878+0,246128424612871+2285873+0,1,
94,94,,,246129224612943+2287878+0,246129224612943+2285874+0,1,
94,94,,,246128324612837+2287886+0,246128324612837+2287715+0,1,
94,94,,,246127624612767+2287892+0,246127624612837+2287731+0,1,
94,94,,,246129024612917+2287894+0,246129024612907+2287732+0,1,
94,94,,,246129724613607+2287913+0,246129724613607+2287768+0,1,
94,94,,,246128324612837+2287921+0,246127624612837+2287794+0,1,
94,94,,,246127524612756+2287924+0,246127524613666+2287811+0,1,
94,94,,,246127624612767+2287925+0,246127624612837+2287812+0,1,
94,94,,,246128324612837+2287931+0,246127624612837+2287831+0,1,
94,94,,,246129824613641+2287932+0,246130524613051+2285900+0,1,
94,94,,,246129824613642+2287932+0,246130624613082+2285898+0,1,
94,94,,,246129824613643+2287932+0,246130624613083+2285898+0,1,
94,94,,,246127724612881+2284010+1,246127724612771+2283902+1,1,
94,94,,,246127724612881+2284010+1,246128424612871+2283902+1,1,
94,94,,,246127724612884+2284010+1,246128424612874+2283902+1,1,
94,94,,,246129824613652+2284010+1,246129824613012+2283902+1,1,
94,94,,,246129824613653+2284010+1,246129824613013+2283902+1,1,
94,94,,,246129824613652+2284010+1,246130624613082+2283904+1,1,
94,94,,,246129824613652+2284010+1,246131224613642+2283902+1,1,
94,94,,,246129824613653+2284010+1,246131224613643+2283902+1,1,
94,94,,,246127124612742+2287444+1,246127124612732+2284953+1,1,
94,94,,,246127124612744+2287444+1,246127124612734+2284953+1,1,
94,94,,,246129824613651+2287444+1,246129824613011+2284953+1,1,
94,94,,,246129824613654+2287444+1,246131224613644+2284953+1,1,
94,94,,,246129824613644+2287493+0,246130624613084+2285112+0,1,
94,94,,,246129824613644+2287493+0,246131224613644+2285110+0,1,
94,94,,,246127724612881+2287499+0,246128424612871+2285150+0,1,
94,94,,,246129824613643+2287499+0,246129824613013+2285155+0,1,
94,94,,,246129824613641+2287499+0,246131224613641+2285155+0,1,
94,94,,,246127724612882+2287608+0,246127824612802+2285496+0,1,
94,94,,,246127724612883+2287608+0,246127824612803+2285496+0,1,
94,94,,,246129824613651+2287608+0,246130524613051+2285500+0,1,
94,94,,,246129824613651+2287608+0,246131224613641+2285500+0,1,
94,94,,,246129824613655+2287608+0,246131624613655+2285501+0,1,
94,94,,,246127724612883+2287745+0,246127824612803+2285606+0,1,
94,94,,,246127724612884+2287745+0,246127824612804+2285606+0,1,
94,94,,,246127724612881+2287745+0,246128424612871+2285604+0,1,
94,94,,,246127724612883+2287745+0,246128424612873+2285604+0,1,
94,94,,,246129224612944+2287745+0,246129224612944+2285608+0,1,
94,94,,,246129824613644+2287745+0,246129824613014+2285610+0,1,
94,94,,,246129824613641+2287745+0,246130524613051+2285610+0,1,
94,94,,,246129524613655+2287746+0,246131624613655+2285611+0,1,
94,94,,,246127724612883+2287855+0,246127824612803+2285669+0,1,
94,94,,,246129824613642+2287855+0,246129824613012+2285668+0,1,
94,94,,,246129824613643+2287855+0,246129824613013+2285668+0,1,
94,94,,,246127124612733+2287859+0,246127124612733+2285776+0,1,
94,94,,,246127724612874+2287859+0,246127724612874+2285776+0,1,
94,94,,,246129824613654+2287864+0,246130624613084+2285863+0,1,
94,94,,,246129824613651+2287864+0,246131224613641+2285864+0,1,
94,94,,,246128324612837+2287870+0,246127624612837+2287671+0,1,
94,94,,,246129024612917+2287877+0,246129024612907+2287692+0,1,
94,94,,,246129224612942+2287878+0,246129224612942+2285874+0,1,
94,94,,,246129824613641+2287878+0,246129824613011+2285873+0,1,
94,94,,,246129824613642+2287878+0,246130624613082+2285874+0,1,
94,94,,,246128224613666+2287920+0,246127524613666+2287793+0,1,
94,94,,,246129024612917+2287921+0,246129024612907+2287795+0,1,
94,94,,,246127624612767+2287929+0,246127624612837+2287831+0,1,
94,94,,,246129824613644+2287932+0,246131224613644+2285900+0,1,
94,94,,,246129524613655+2287933+0,246130924613095+2285899+0,1,
94,94,,,246127124612743+2284010+1,246127124612733+2283902+1,1,
94,94,,,246127724612884+2284010+1,246127824612804+2283904+1,1,
94,94,,,246129824613651+2284010+1,246129824613011+2283902+1,1,
94,94,,,246127724612883+2287444+1,246127824612803+2284955+1,1,
94,94,,,246129224612953+2287444+1,246129224612943+2284955+1,1,
94,94,,,246129824613653+2287444+1,246129824613013+2284953+1,1,
94,94,,,246129824613652+2287444+1,246130624613082+2284955+1,1,
94,94,,,246129824613651+2287444+1,246131224613641+2284953+1,1,
94,94,,,246127124612743+2287493+0,246127124612733+2285110+0,1,
94,94,,,246127724612881+2287493+0,246127724612771+2285110+0,1,
94,94,,,246127724612882+2287493+0,246127824612802+2285112+0,1,
94,94,,,246127724612885+2287493+0,246127424612885+2285111+0,1,
94,94,,,246127724612882+2287493+0,246128424612872+2285110+0,1,
94,94,,,246127724612884+2287493+0,246128424612874+2285110+0,1,
94,94,,,246129224612943+2287493+0,246129224612943+2285112+0,1,
94,94,,,246129824613643+2287493+0,246131224613643+2285110+0,1,
94,94,,,246127124612743+2287499+0,246127124612733+2285150+0,1,
94,94,,,246127724612883+2287499+0,246127824612803+2285152+0,1,
94,94,,,246129824613644+2287499+0,246129824613014+2285155+0,1,
94,94,,,246127724612883+2287608+0,246128424612873+2285494+0,1,
94,94,,,246129824613651+2287608+0,246129824613011+2285500+0,1,
94,94,,,246129824613653+2287608+0,246129824613013+2285500+0,1,
94,94,,,246129824613641+2287745+0,246129824613011+2285610+0,1,
94,94,,,246129824613641+2287745+0,246131224613641+2285610+0,1,
94,94,,,246127124612744+2287855+0,246127124612734+2285668+0,1,
94,94,,,246129224612944+2287855+0,246129224612944+2285669+0,1,
94,94,,,246129824613644+2287855+0,246129824613014+2285668+0,1,
94,94,,,246129824613643+2287855+0,246131224613643+2285668+0,1,
94,94,,,246127124612732+2287859+0,246127124612732+2285776+0,1,
94,94,,,246129524613655+2287860+0,246130924613095+2285777+0,1,
94,94,,,246127724612881+2287864+0,246128424612871+2285859+0,1,
94,94,,,246127724612882+2287864+0,246128424612872+2285859+0,1,
94,94,,,246127724612885+2287864+0,246128824612885+2285862+0,1,
94,94,,,246129224612952+2287864+0,246129224612942+2285863+0,1,
94,94,,,246129224612954+2287864+0,246129224612944+2285863+0,1,
94,94,,,246129824613652+2287864+0,246130624613082+2285863+0,1,
94,94,,,246129024612917+2287870+0,246129024612917+2287673+0,1,
94,94,,,246127724612882+2287878+0,246127824612802+2285874+0,1,
94,94,,,246127724612882+2287878+0,246128424612872+2285873+0,1,
94,94,,,246127724612883+2287878+0,246128424612873+2285873+0,1,
94,94,,,246129824613644+2287878+0,246129824613014+2285873+0,1,
94,94,,,246129524613655+2287879+0,246130224613025+2285876+0,1,
94,94,,,246129524613655+2287879+0,246131624613655+2285876+0,1,
94,94,,,246127624612767+2287885+0,246127624612767+2287714+0,1,
94,94,,,246128324612837+2287894+0,246127624612837+2287731+0,1,
94,94,,,246129724613607+2287894+0,246129724613607+2287731+0,1,
94,94,,,246129724613607+2287902+0,246129724613607+2287749+0,1,
94,94,,,246129224612942+2287932+0,246129224612942+2285898+0,1,
94,94,,,246129824613643+2287932+0,246129824613013+2285900+0,1,
94,94,,,246129524613655+2287933+0,246130224613025+2285901+0,1,
62,62,,,246127124612734+2283843+1,246127124612734+2283860+1,1,
62,62,,,246128424612873+2283843+1,246128424612873+2283860+1,1,
62,62,,,246130624613083+2283847+1,246130624613083+2283862+1,1,
62,62,,,246127424612815+2283844+1,246127424612815+2283861+1,1,
62,62,,,246131624613655+2283846+1,246131624613655+2283863+1,1,
62,62,,,246131224613641+2283848+1,246131224613641+2283860+1,1,
62,62,,,246127724612771+2283843+1,246127724612771+2283860+1,1,
62,62,,,246130924613095+2283844+1,246130924613095+2283861+1,1,
62,62,,,246130224613025+2283846+1,246130224613025+2283863+1,1,
62,62,,,246129224612944+2283847+1,246129224612944+2283862+1,1,
62,62,,,246131224613642+2283848+1,246131224613642+2283860+1,1,
62,62,,,246131224613643+2283848+1,246131224613643+2283860+1,1,
62,62,,,246131224613644+2283848+1,246131224613644+2283860+1,1,
62,62,,,246129524612955+2283844+1,246129524612955+2283861+1,1,
62,62,,,246130524613051+2283848+1,246130524613051+2283860+1,1,
62,62,,,246127124612733+2283843+1,246127124612733+2283860+1,1,
62,62,,,246128424612874+2283843+1,246128424612874+2283860+1,1,
62,62,,,246129224612943+2283847+1,246129224612943+2283862+1,1,
62,62,,,246129824613011+2283848+1,246129824613011+2283860+1,1,
62,62,,,246127124612732+2283843+1,246127124612732+2283860+1,1,
62,62,,,246127824612803+2283845+1,246127824612803+2283862+1,1,
62,62,,,246130624613084+2283847+1,246130624613084+2283862+1,1,
62,62,,,246129824613012+2283848+1,246129824613012+2283860+1,1,
62,62,,,246129824613013+2283848+1,246129824613013+2283860+1,1,
62,62,,,246128424612871+2283843+1,246128424612871+2283860+1,1,
62,62,,,246128424612872+2283843+1,246128424612872+2283860+1,1,
62,62,,,246127824612802+2283845+1,246127824612802+2283862+1,1,
62,62,,,246128824612885+2283846+1,246128824612885+2283863+1,1,
62,62,,,246129224612942+2283847+1,246129224612942+2283862+1,1,
62,62,,,246130624613082+2283847+1,246130624613082+2283862+1,1,
62,62,,,246129824613014+2283848+1,246129824613014+2283860+1,1,
62,62,,,246127824612804+2283845+1,246127824612804+2283862+1,1,
62,62,,,246127124612733+2284123+1,246127124612733+2283698+1,1,
62,62,,,246127124612734+2284123+1,246127124612734+2283698+1,1,
62,62,,,246127124612734+2284741+1,246127124612734+2283698+1,1,
62,62,,,246127724612872+2284741+1,246127824612802+2283700+1,1,
62,62,,,246127724612872+2284741+1,246128424612872+2283698+1,1,
62,62,,,246127124612732+2284123+1,246127124612732+2283698+1,1,
62,62,,,246131224613644+2284123+1,246131224613644+2283698+1,1,
62,62,,,246127824612802+2284125+1,246127824612802+2283700+1,1,
62,62,,,246130624613082+2284125+1,246130624613082+2283700+1,1,
62,62,,,246130624613084+2284125+1,246130624613084+2283700+1,1,
