trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,timepoint
263990,14:10:00,14:10:00,ARN,5,0,1,1
263990,14:25:00,14:25:00,RLN,6,0,1,1
263990,14:40:00,14:40:00,RSV,7,0,1,1
263990,15:30:00,15:30:00,SAC,8,0,0,1
263992,11:20:00,11:20:00,SPX,1,0,0,1
263992,11:40:00,11:40:00,RNO,2,0,1,1
263992,12:20:00,12:20:00,TRU,3,0,1,1
263992,13:40:00,13:40:00,COX,4,0,1,1
263992,14:10:00,14:10:00,ARN,5,0,1,1
263992,14:25:00,14:25:00,RLN,6,0,1,1
263992,14:40:00,14:40:00,RSV,7,0,1,1
263992,15:30:00,15:30:00,SAC,8,0,0,1
264199,9:25:00,9:25:00,CHI,1,0,0,1
264199,9:46:00,9:47:00,GLN,2,0,0,1
264199,10:24:00,10:25:00,SVT,3,0,0,1
264199,10:38:00,10:39:00,MKA,4,0,0,1
264199,11:04:00,11:04:00,MKE,5,0,0,1
264200,9:25:00,9:25:00,CHI,1,0,0,1
264200,9:46:00,9:47:00,GLN,2,0,0,1
264200,10:24:00,10:25:00,SVT,3,0,0,1
264200,10:38:00,10:39:00,MKA,4,0,0,1
264200,10:54:00,10:54:00,MKE,5,0,0,1
264201,9:25:00,9:25:00,CHI,1,0,0,1
264201,9:46:00,9:47:00,GLN,2,0,0,1
264201,10:24:00,10:25:00,SVT,3,0,0,1
264201,10:38:00,10:39:00,MKA,4,0,0,1
264201,10:54:00,10:54:00,MKE,5,0,0,1
264211,14:05:00,14:05:00,CHI,1,0,0,1
264211,14:26:00,14:27:00,GLN,2,0,0,1
264211,15:04:00,15:05:00,SVT,3,0,0,1
264211,15:18:00,15:19:00,MKA,4,0,0,1
264211,15:44:00,15:44:00,MKE,5,0,0,1
264212,14:05:00,14:05:00,CHI,1,0,0,1
264212,14:26:00,14:27:00,GLN,2,0,0,1
264212,15:04:00,15:05:00,SVT,3,0,0,1
264212,15:18:00,15:19:00,MKA,4,0,0,1
264212,15:34:00,15:34:00,MKE,5,0,0,1
264213,14:05:00,14:05:00,CHI,1,0,0,1
264213,14:26:00,14:27:00,GLN,2,0,0,1
264213,15:04:00,15:05:00,SVT,3,0,0,1
264213,15:18:00,15:19:00,MKA,4,0,0,1
264213,15:34:00,15:34:00,MKE,5,0,0,1
264215,14:05:00,14:05:00,MKE,1,0,0,1
264215,14:14:00,14:15:00,MKA,2,0,0,1
264215,14:27:00,14:28:00,SVT,3,0,0,1
264215,15:05:00,15:06:00,GLN,4,0,0,1
264215,15:44:00,15:44:00,CHI,5,0,0,1
264216,14:05:00,14:05:00,MKE,1,0,0,1
264216,14:14:00,14:15:00,MKA,2,0,0,1
264216,14:27:00,14:28:00,SVT,3,0,0,1
264216,15:05:00,15:06:00,GLN,4,0,0,1
264216,15:34:00,15:34:00,CHI,5,0,0,1
264217,14:05:00,14:05:00,MKE,1,0,0,1
264217,14:14:00,14:15:00,MKA,2,0,0,1
264217,14:27:00,14:28:00,SVT,3,0,0,1
264217,15:05:00,15:06:00,GLN,4,0,0,1
264217,15:34:00,15:34:00,CHI,5,0,0,1
264268,8:20:00,8:20:00,TWO,1,0,0,1
264268,8:45:00,8:45:00,OKL,2,0,1,1
264268,9:01:00,9:01:00,AST,3,0,1,1
264268,9:38:00,9:38:00,GMS,4,0,1,1
264268,9:58:00,9:58:00,SCA,5,0,1,1
264268,10:22:00,10:22:00,CBN,6,0,0,1
264273,17:45:00,17:45:00,CBN,1,0,0,1
264273,18:08:00,18:08:00,SCA,2,1,0,1
264273,18:27:00,18:27:00,GMS,3,1,0,1
264273,19:04:00,19:04:00,AST,4,1,0,1
264273,19:19:00,19:19:00,OKL,5,1,0,1
264273,19:43:00,19:43:00,TWO,6,1,0,1
264558,18:25:00,18:25:00,FTW,1,0,0,1
264558,19:28:00,19:28:00,GLE,2,0,0,1
264558,20:11:00,20:11:00,ADM,3,0,0,1
264558,21:03:00,21:03:00,PVL,4,0,0,1
264558,21:28:00,21:28:00,PUR,5,0,0,1
264558,21:49:00,21:49:00,NOR,6,0,0,1
264558,22:27:00,22:27:00,OKC,7,0,0,1
266452,11:00:00,11:00:00,WPS,1,0,0,1
266452,11:24:00,11:24:00,WIP,2,0,0,1
266454,11:00:00,11:00:00,WPS,1,0,0,1
266454,11:24:00,11:24:00,WIP,2,0,0,1
266456,11:00:00,11:00:00,WPS,1,0,0,1
266456,11:24:00,11:24:00,WIP,2,0,0,1
266459,17:00:00,17:00:00,WPS,1,0,0,1
266459,17:24:00,17:24:00,WIP,2,0,0,1
266461,17:00:00,17:00:00,WPS,1,0,0,1
266461,17:24:00,17:24:00,WIP,2,0,0,1
266463,17:00:00,17:00:00,WPS,1,0,0,1
266463,17:24:00,17:24:00,WIP,2,0,0,1
266466,12:54:00,12:54:00,WIP,1,0,0,1
266466,13:11:00,13:11:00,WPS,2,0,0,1
266468,12:54:00,12:54:00,WIP,1,0,0,1
266468,13:11:00,13:11:00,WPS,2,0,0,1
266470,12:54:00,12:54:00,WIP,1,0,0,1
266470,13:11:00,13:11:00,WPS,2,0,0,1
266473,18:24:00,18:24:00,WIP,1,0,0,1
266473,18:41:00,18:41:00,WPS,2,0,0,1
266475,18:24:00,18:24:00,WIP,1,0,0,1
266475,18:41:00,18:41:00,WPS,2,0,0,1
266477,18:24:00,18:24:00,WIP,1,0,0,1
266477,18:41:00,18:41:00,WPS,2,0,0,1
266691,5:40:00,5:40:00,MSA,1,1,0,1
266691,6:05:00,6:05:00,PRV,2,0,0,1
267432,23:55:00,23:55:00,NFK,1,0,0,1
267432,24:45:00,24:45:00,NPN,2,0,0,1
267433,23:45:00,23:45:00,NFK,1,0,0,1
267433,24:35:00,24:35:00,NPN,2,0,0,1
267441,21:35:00,21:35:00,NPN,1,0,0,1
267441,22:35:00,22:35:00,NFK,2,1,0,1
267441,23:10:00,23:10:00,VAB,3,0,0,1
267442,21:25:00,21:25:00,NPN,1,0,0,1
267442,22:25:00,22:25:00,NFK,2,1,0,1
267442,23:00:00,23:00:00,VAB,3,0,0,1
267447,23:50:00,23:50:00,NFK,1,0,0,1
267447,24:25:00,24:25:00,VAB,2,0,0,1
267448,23:45:00,23:45:00,NFK,1,0,0,1
267448,24:20:00,24:20:00,VAB,2,0,0,1
267456,13:40:00,13:40:00,VAB,1,0,0,1
267456,14:20:00,14:20:00,NFK,2,0,1,1
267456,15:25:00,15:25:00,NPN,3,0,0,1
267457,13:45:00,13:45:00,VAB,1,0,0,1
267457,14:25:00,14:25:00,NFK,2,0,1,1
267457,15:30:00,15:30:00,NPN,3,0,0,1
267459,11:25:00,11:25:00,NPN,1,0,0,1
267459,12:30:00,12:30:00,NFK,2,0,0,1
267460,11:35:00,11:35:00,NPN,1,0,0,1
267460,12:40:00,12:40:00,NFK,2,0,0,1
267476,18:15:00,18:15:00,NFK,1,0,0,1
267476,19:15:00,19:15:00,NPN,2,0,0,1
267477,18:05:00,18:05:00,NFK,1,0,0,1
267477,19:05:00,19:05:00,NPN,2,0,0,1
267479,18:15:00,18:15:00,NFK,1,0,0,1
267479,19:00:00,19:00:00,VAB,2,0,0,1
267480,18:05:00,18:05:00,NFK,1,0,0,1
267480,18:50:00,18:50:00,VAB,2,0,0,1
270663,8:50:00,8:50:00,BON,1,0,0,1
270663,9:08:00,9:08:00,WOB,2,0,1,1
270663,9:38:00,9:38:00,HHL,3,0,0,1
270663,9:59:00,9:59:00,EXR,4,0,0,1
270663,10:12:00,10:12:00,DHM,5,0,0,1
270663,10:20:00,10:20:00,DOV,6,0,0,1
270663,10:38:00,10:38:00,WEM,7,0,0,1
270663,10:55:00,10:55:00,SAO,8,0,0,1
270663,11:01:00,11:01:00,ORB,9,0,0,1
270663,11:20:00,11:25:00,POR,10,0,0,1
270663,11:55:00,11:55:00,FRE,11,0,0,1
270663,12:10:00,12:10:00,BRK,12,0,0,1
270664,8:50:00,8:50:00,BON,1,0,0,1
270664,9:08:00,9:08:00,WOB,2,0,1,1
270664,9:38:00,9:38:00,HHL,3,0,0,1
270664,9:59:00,9:59:00,EXR,4,0,0,1
270664,10:12:00,10:12:00,DHM,5,0,0,1
270664,10:20:00,10:20:00,DOV,6,0,0,1
270664,10:38:00,10:38:00,WEM,7,0,0,1
270664,10:55:00,10:55:00,SAO,8,0,0,1
270664,11:20:00,11:25:00,POR,9,0,0,1
270664,11:55:00,11:55:00,FRE,10,0,0,1
270664,12:10:00,12:10:00,BRK,11,0,0,1
270675,17:45:00,17:45:00,BRK,1,0,0,1
270675,17:58:00,17:58:00,FRE,2,0,0,1
270675,18:28:00,18:33:00,POR,3,0,0,1
270675,18:48:00,18:48:00,ORB,4,0,0,1
270675,18:55:00,18:55:00,SAO,5,0,0,1
270675,19:14:00,19:14:00,WEM,6,0,0,1
270675,19:32:00,19:32:00,DOV,7,0,0,1
270675,19:40:00,19:40:00,DHM,8,0,0,1
270675,19:54:00,19:54:00,EXR,9,0,0,1
270675,20:15:00,20:15:00,HHL,10,0,0,1
270675,20:44:00,20:44:00,WOB,11,1,0,1
270675,21:05:00,21:05:00,BON,12,0,0,1
270676,17:45:00,17:45:00,BRK,1,0,0,1
270676,17:58:00,17:58:00,FRE,2,0,0,1
270676,18:28:00,18:33:00,POR,3,0,0,1
270676,18:55:00,18:55:00,SAO,4,0,0,1
270676,19:14:00,19:14:00,WEM,5,0,0,1
270676,19:32:00,19:32:00,DOV,6,0,0,1
270676,19:40:00,19:40:00,DHM,7,0,0,1
270676,19:54:00,19:54:00,EXR,8,0,0,1
270676,20:15:00,20:15:00,HHL,9,0,0,1
270676,20:44:00,20:44:00,WOB,10,1,0,1
270676,21:05:00,21:05:00,BON,11,0,0,1
270683,11:50:00,11:50:00,BON,1,0,0,1
270683,12:08:00,12:08:00,WOB,2,0,1,1
270683,12:38:00,12:38:00,HHL,3,0,0,1
270683,12:59:00,12:59:00,EXR,4,0,0,1
270683,13:12:00,13:12:00,DHM,5,0,0,1
270683,13:20:00,13:20:00,DOV,6,0,0,1
270683,13:38:00,13:38:00,WEM,7,0,0,1
270683,13:55:00,13:55:00,SAO,8,0,0,1
270683,14:01:00,14:01:00,ORB,9,0,0,1
270683,14:20:00,14:25:00,POR,10,0,0,1
270683,14:55:00,14:55:00,FRE,11,0,0,1
270683,15:10:00,15:10:00,BRK,12,0,0,1
270684,11:50:00,11:50:00,BON,1,0,0,1
270684,12:08:00,12:08:00,WOB,2,0,1,1
270684,12:38:00,12:38:00,HHL,3,0,0,1
270684,12:59:00,12:59:00,EXR,4,0,0,1
270684,13:12:00,13:12:00,DHM,5,0,0,1
270684,13:20:00,13:20:00,DOV,6,0,0,1
270684,13:38:00,13:38:00,WEM,7,0,0,1
270684,13:55:00,13:55:00,SAO,8,0,0,1
270684,14:20:00,14:25:00,POR,9,0,0,1
270684,14:55:00,14:55:00,FRE,10,0,0,1
270684,15:10:00,15:10:00,BRK,11,0,0,1
270812,10:00:00,10:00:00,NOL,1,0,0,1
270812,11:30:00,11:30:00,SCH,2,0,0,1
270812,12:56:00,12:56:00,NIB,3,0,0,1
270812,13:24:00,13:24:00,LFT,4,0,0,1
270812,14:55:00,14:55:00,LCH,5,0,0,1
270812,16:34:00,16:48:00,BMT,6,0,0,1
270812,19:18:00,19:55:00,HOS,7,0,0,1
270812,25:05:00,27:45:00,SAS,8,0,0,1
270812,30:52:00,30:52:00,DRT,9,0,0,1
270812,33:27:00,33:27:00,SND,10,0,0,1
270812,35:31:00,35:41:00,ALP,11,0,0,1
270812,39:25:00,39:50:00,ELP,12,0,0,1
270812,41:38:00,41:38:00,DEM,13,0,0,1
270812,42:33:00,42:33:00,LDB,14,0,0,1
270812,44:38:00,44:38:00,BEN,15,0,0,1
270812,46:00:00,46:15:00,TUS,16,0,0,1
270812,47:32:00,48:02:00,MRC,17,0,0,1
270812,50:49:00,50:49:00,YUM,18,0,0,1
270812,53:02:00,53:02:00,PSN,19,0,0,1
270812,54:54:00,54:54:00,ONA,20,1,0,1
270812,55:04:00,55:04:00,POS,21,1,0,1
270812,56:35:00,56:35:00,LAX,22,0,0,1
270813,10:00:00,10:00:00,NOL,1,0,0,1
270813,11:30:00,11:30:00,SCH,2,0,0,1
270813,12:56:00,12:56:00,NIB,3,0,0,1
270813,13:24:00,13:24:00,LFT,4,0,0,1
270813,14:55:00,14:55:00,LCH,5,0,0,1
270813,16:34:00,16:48:00,BMT,6,0,0,1
270813,19:18:00,19:55:00,HOS,7,0,0,1
270813,25:05:00,27:45:00,SAS,8,0,0,1
270813,30:52:00,30:52:00,DRT,9,0,0,1
270813,33:27:00,33:27:00,SND,10,0,0,1
270813,35:31:00,35:41:00,ALP,11,0,0,1
270813,39:25:00,39:50:00,ELP,12,0,0,1
270813,41:38:00,41:38:00,DEM,13,0,0,1
270813,42:33:00,42:33:00,LDB,14,0,0,1
270813,45:38:00,45:38:00,BEN,15,0,0,1
270813,47:00:00,47:15:00,TUS,16,0,0,1
270813,48:32:00,49:02:00,MRC,17,0,0,1
270813,51:49:00,51:49:00,YUM,18,0,0,1
270813,53:02:00,53:02:00,PSN,19,0,0,1
270813,54:54:00,54:54:00,ONA,20,1,0,1
270813,55:04:00,55:04:00,POS,21,1,0,1
270813,56:35:00,56:35:00,LAX,22,0,0,1
270814,10:00:00,10:00:00,NOL,1,0,0,1
270814,11:30:00,11:30:00,SCH,2,0,0,1
270814,12:56:00,12:56:00,NIB,3,0,0,1
270814,13:24:00,13:24:00,LFT,4,0,0,1
270814,14:55:00,14:55:00,LCH,5,0,0,1
270814,16:34:00,16:48:00,BMT,6,0,0,1
270814,19:18:00,19:55:00,HOS,7,0,0,1
270814,25:05:00,27:45:00,SAS,8,0,0,1
270814,30:52:00,30:52:00,DRT,9,0,0,1
270814,33:27:00,33:27:00,SND,10,0,0,1
270814,35:31:00,35:41:00,ALP,11,0,0,1
270814,39:25:00,39:50:00,ELP,12,0,0,1
270814,41:38:00,41:38:00,DEM,13,0,0,1
270814,42:33:00,42:33:00,LDB,14,0,0,1
270814,44:38:00,44:38:00,BEN,15,0,0,1
270814,46:00:00,46:15:00,TUS,16,0,0,1
270814,47:32:00,48:02:00,MRC,17,0,0,1
270814,50:49:00,50:49:00,YUM,18,0,0,1
270814,53:02:00,53:02:00,PSN,19,0,0,1
270814,54:54:00,54:54:00,ONA,20,1,0,1
270814,55:04:00,55:04:00,POS,21,1,0,1
270814,56:35:00,56:35:00,LAX,22,0,0,1
270816,15:10:00,15:10:00,CHI,1,0,0,1
270816,16:05:00,16:05:00,JOL,2,0,1,1
270816,16:48:00,16:48:00,PON,3,0,0,1
270816,17:22:00,17:22:00,BNL,4,0,0,1
270816,17:48:00,17:48:00,LCN,5,0,0,1
270816,18:26:00,18:26:00,SPI,6,0,0,1
270816,18:55:00,18:55:00,CRV,7,0,0,1
270816,19:30:00,19:30:00,ALN,8,0,0,1
270816,20:25:00,21:10:00,STL,9,0,0,1
270816,23:17:00,23:17:00,ACD,10,0,0,1
270816,24:57:00,24:57:00,PBF,11,0,0,1
270816,25:52:00,25:52:00,WNR,12,0,0,1
270816,28:17:00,28:32:00,LRK,13,0,0,1
270816,29:17:00,29:17:00,MVN,14,0,0,1
270816,29:42:00,29:42:00,ARK,15,0,0,1
270816,30:31:00,30:31:00,HOP,16,0,0,1
270816,31:12:00,31:20:00,TXA,17,0,0,1
270816,33:09:00,33:22:00,MHL,18,0,0,1
270816,34:00:00,34:00:00,LVW,19,0,0,1
270816,34:52:00,34:52:00,MIN,20,0,0,1
270816,37:08:00,37:38:00,DAL,21,0,0,1
270816,38:45:00,39:28:00,FTW,22,0,0,1
270816,40:12:00,40:12:00,CBR,23,0,0,1
270816,41:20:00,41:20:00,MCG,24,0,0,1
270816,42:03:00,42:03:00,TPL,25,0,0,1
270816,43:00:00,43:00:00,TAY,26,0,0,1
270816,44:07:00,44:22:00,AUS,27,0,0,1
270816,45:08:00,45:08:00,SMC,28,0,0,1
270816,47:46:00,51:45:00,SAS,29,0,0,1
270816,54:52:00,54:52:00,DRT,30,0,0,1
270816,57:27:00,57:27:00,SND,31,0,0,1
270816,59:31:00,59:41:00,ALP,32,0,0,1
270816,63:25:00,63:50:00,ELP,33,0,0,1
270816,65:38:00,65:38:00,DEM,34,0,0,1
270816,66:33:00,66:33:00,LDB,35,0,0,1
270816,68:38:00,68:38:00,BEN,36,0,0,1
270816,70:00:00,70:15:00,TUS,37,0,0,1
270816,71:32:00,72:02:00,MRC,38,0,0,1
270816,74:49:00,74:49:00,YUM,39,0,0,1
270816,77:02:00,77:02:00,PSN,40,0,0,1
270816,78:54:00,78:54:00,ONA,41,1,0,1
270816,79:04:00,79:04:00,POS,42,1,0,1
270816,80:35:00,80:35:00,LAX,43,0,0,1
270817,15:10:00,15:10:00,CHI,1,0,0,1
270817,16:05:00,16:05:00,JOL,2,0,1,1
270817,16:48:00,16:48:00,PON,3,0,0,1
270817,17:22:00,17:22:00,BNL,4,0,0,1
270817,17:48:00,17:48:00,LCN,5,0,0,1
270817,18:26:00,18:26:00,SPI,6,0,0,1
270817,18:55:00,18:55:00,CRV,7,0,0,1
270817,19:30:00,19:30:00,ALN,8,0,0,1
270817,20:25:00,21:10:00,STL,9,0,0,1
270817,23:17:00,23:17:00,ACD,10,0,0,1
270817,24:57:00,24:57:00,PBF,11,0,0,1
270817,25:52:00,25:52:00,WNR,12,0,0,1
270817,28:17:00,28:32:00,LRK,13,0,0,1
270817,29:17:00,29:17:00,MVN,14,0,0,1
270817,29:42:00,29:42:00,ARK,15,0,0,1
270817,30:31:00,30:31:00,HOP,16,0,0,1
270817,31:12:00,31:20:00,TXA,17,0,0,1
270817,33:09:00,33:22:00,MHL,18,0,0,1
270817,34:00:00,34:00:00,LVW,19,0,0,1
270817,34:52:00,34:52:00,MIN,20,0,0,1
270817,37:08:00,37:38:00,DAL,21,0,0,1
270817,38:45:00,39:28:00,FTW,22,0,0,1
270817,40:12:00,40:12:00,CBR,23,0,0,1
270817,41:20:00,41:20:00,MCG,24,0,0,1
270817,42:03:00,42:03:00,TPL,25,0,0,1
270817,43:00:00,43:00:00,TAY,26,0,0,1
270817,44:07:00,44:22:00,AUS,27,0,0,1
270817,45:08:00,45:08:00,SMC,28,0,0,1
270817,47:46:00,51:45:00,SAS,29,0,0,1
270817,54:52:00,54:52:00,DRT,30,0,0,1
270817,57:27:00,57:27:00,SND,31,0,0,1
270817,59:31:00,59:41:00,ALP,32,0,0,1
270817,63:25:00,63:50:00,ELP,33,0,0,1
270817,65:38:00,65:38:00,DEM,34,0,0,1
270817,66:33:00,66:33:00,LDB,35,0,0,1
270817,69:38:00,69:38:00,BEN,36,0,0,1
270817,71:00:00,71:15:00,TUS,37,0,0,1
270817,72:32:00,73:02:00,MRC,38,0,0,1
270817,75:49:00,75:49:00,YUM,39,0,0,1
270817,77:02:00,77:02:00,PSN,40,0,0,1
270817,78:54:00,78:54:00,ONA,41,1,0,1
270817,79:04:00,79:04:00,POS,42,1,0,1
270817,80:35:00,80:35:00,LAX,43,0,0,1
270818,15:10:00,15:10:00,CHI,1,0,0,1
270818,16:05:00,16:05:00,JOL,2,0,1,1
270818,16:48:00,16:48:00,PON,3,0,0,1
270818,17:22:00,17:22:00,BNL,4,0,0,1
270818,17:48:00,17:48:00,LCN,5,0,0,1
270818,18:26:00,18:26:00,SPI,6,0,0,1
270818,18:55:00,18:55:00,CRV,7,0,0,1
270818,19:30:00,19:30:00,ALN,8,0,0,1
270818,20:25:00,21:10:00,STL,9,0,0,1
270818,23:17:00,23:17:00,ACD,10,0,0,1
270818,24:57:00,24:57:00,PBF,11,0,0,1
270818,25:52:00,25:52:00,WNR,12,0,0,1
270818,28:17:00,28:32:00,LRK,13,0,0,1
270818,29:17:00,29:17:00,MVN,14,0,0,1
270818,29:42:00,29:42:00,ARK,15,0,0,1
270818,30:31:00,30:31:00,HOP,16,0,0,1
270818,31:12:00,31:20:00,TXA,17,0,0,1
270818,33:09:00,33:22:00,MHL,18,0,0,1
270818,34:00:00,34:00:00,LVW,19,0,0,1
270818,34:52:00,34:52:00,MIN,20,0,0,1
270818,37:08:00,37:38:00,DAL,21,0,0,1
270818,38:45:00,39:28:00,FTW,22,0,0,1
270818,40:12:00,40:12:00,CBR,23,0,0,1
270818,41:20:00,41:20:00,MCG,24,0,0,1
270818,42:03:00,42:03:00,TPL,25,0,0,1
270818,43:00:00,43:00:00,TAY,26,0,0,1
270818,44:07:00,44:22:00,AUS,27,0,0,1
270818,45:08:00,45:08:00,SMC,28,0,0,1
270818,47:46:00,51:45:00,SAS,29,0,0,1
270818,54:52:00,54:52:00,DRT,30,0,0,1
270818,57:27:00,57:27:00,SND,31,0,0,1
270818,59:31:00,59:41:00,ALP,32,0,0,1
270818,63:25:00,63:50:00,ELP,33,0,0,1
270818,65:38:00,65:38:00,DEM,34,0,0,1
270818,66:33:00,66:33:00,LDB,35,0,0,1
270818,68:38:00,68:38:00,BEN,36,0,0,1
270818,70:00:00,70:15:00,TUS,37,0,0,1
270818,71:32:00,72:02:00,MRC,38,0,0,1
270818,74:49:00,74:49:00,YUM,39,0,0,1
270818,77:02:00,77:02:00,PSN,40,0,0,1
270818,78:54:00,78:54:00,ONA,41,1,0,1
270818,79:04:00,79:04:00,POS,42,1,0,1
270818,80:35:00,80:35:00,LAX,43,0,0,1
270821,1:00:00,1:00:00,LAX,1,0,0,1
270821,1:41:00,1:41:00,POS,2,0,0,1
270821,1:54:00,1:54:00,ONA,3,0,0,1
270821,3:36:00,3:36:00,PSN,4,0,0,1
270821,5:47:00,5:47:00,YUM,5,0,0,1
270821,8:35:00,8:55:00,MRC,6,0,0,1
270821,10:38:00,10:53:00,TUS,7,0,0,1
270821,11:53:00,11:53:00,BEN,8,0,0,1
270821,13:53:00,13:53:00,LDB,9,0,0,1
270821,14:48:00,14:48:00,DEM,10,0,0,1
270821,17:00:00,17:45:00,ELP,11,0,0,1
270821,21:45:00,21:55:00,ALP,12,0,0,1
270821,23:46:00,23:46:00,SND,13,0,0,1
270821,26:12:00,26:12:00,DRT,14,0,0,1
270821,30:00:00,31:25:00,SAS,15,0,0,1
270821,36:10:00,37:10:00,HOS,16,0,0,1
270821,38:53:00,39:05:00,BMT,17,0,0,1
270821,40:29:00,40:29:00,LCH,18,0,0,1
270821,42:12:00,42:15:00,LFT,19,0,0,1
270821,42:41:00,42:41:00,NIB,20,0,0,1
270821,44:03:00,44:03:00,SCH,21,0,0,1
270821,46:40:00,46:40:00,NOL,22,0,0,1
270822,1:00:00,1:00:00,LAX,1,0,0,1
270822,1:41:00,1:41:00,POS,2,0,0,1
270822,1:54:00,1:54:00,ONA,3,0,0,1
270822,3:36:00,3:36:00,PSN,4,0,0,1
270822,6:47:00,6:47:00,YUM,5,0,0,1
270822,9:35:00,9:55:00,MRC,6,0,0,1
270822,11:38:00,11:53:00,TUS,7,0,0,1
270822,12:53:00,12:53:00,BEN,8,0,0,1
270822,13:53:00,13:53:00,LDB,9,0,0,1
270822,14:48:00,14:48:00,DEM,10,0,0,1
270822,17:00:00,17:45:00,ELP,11,0,0,1
270822,21:45:00,21:55:00,ALP,12,0,0,1
270822,23:46:00,23:46:00,SND,13,0,0,1
270822,26:12:00,26:12:00,DRT,14,0,0,1
270822,30:00:00,31:25:00,SAS,15,0,0,1
270822,36:10:00,37:10:00,HOS,16,0,0,1
270822,38:53:00,39:05:00,BMT,17,0,0,1
270822,40:29:00,40:29:00,LCH,18,0,0,1
270822,42:12:00,42:15:00,LFT,19,0,0,1
270822,42:41:00,42:41:00,NIB,20,0,0,1
270822,44:03:00,44:03:00,SCH,21,0,0,1
270822,46:40:00,46:40:00,NOL,22,0,0,1
270823,1:00:00,1:00:00,LAX,1,0,0,1
270823,1:41:00,1:41:00,POS,2,0,0,1
270823,1:54:00,1:54:00,ONA,3,0,0,1
270823,3:36:00,3:36:00,PSN,4,0,0,1
270823,5:47:00,5:47:00,YUM,5,0,0,1
270823,8:35:00,8:55:00,MRC,6,0,0,1
270823,10:38:00,10:53:00,TUS,7,0,0,1
270823,11:53:00,11:53:00,BEN,8,0,0,1
270823,13:53:00,13:53:00,LDB,9,0,0,1
270823,14:48:00,14:48:00,DEM,10,0,0,1
270823,17:00:00,17:45:00,ELP,11,0,0,1
270823,21:45:00,21:55:00,ALP,12,0,0,1
270823,23:46:00,23:46:00,SND,13,0,0,1
270823,26:12:00,26:12:00,DRT,14,0,0,1
270823,30:00:00,31:25:00,SAS,15,0,0,1
270823,36:10:00,37:10:00,HOS,16,0,0,1
270823,38:53:00,39:05:00,BMT,17,0,0,1
270823,40:29:00,40:29:00,LCH,18,0,0,1
270823,42:12:00,42:15:00,LFT,19,0,0,1
270823,42:41:00,42:41:00,NIB,20,0,0,1
270823,44:03:00,44:03:00,SCH,21,0,0,1
270823,46:40:00,46:40:00,NOL,22,0,0,1
270832,1:00:00,1:00:00,LAX,1,0,0,1
270832,1:41:00,1:41:00,POS,2,0,0,1
270832,1:54:00,1:54:00,ONA,3,0,0,1
270832,3:36:00,3:36:00,PSN,4,0,0,1
270832,5:47:00,5:47:00,YUM,5,0,0,1
270832,8:35:00,8:55:00,MRC,6,0,0,1
270832,10:38:00,10:53:00,TUS,7,0,0,1
270832,11:53:00,11:53:00,BEN,8,0,0,1
270832,13:53:00,13:53:00,LDB,9,0,0,1
270832,14:48:00,14:48:00,DEM,10,0,0,1
270832,17:00:00,17:45:00,ELP,11,0,0,1
270832,21:45:00,21:55:00,ALP,12,0,0,1
270832,23:46:00,23:46:00,SND,13,0,0,1
270832,26:12:00,26:12:00,DRT,14,0,0,1
270832,30:00:00,31:48:00,SAS,15,0,0,1
270832,33:22:00,33:22:00,SMC,16,0,0,1
270832,34:16:00,34:26:00,AUS,17,0,0,1
270832,35:17:00,35:17:00,TAY,18,0,0,1
270832,36:20:00,36:20:00,TPL,19,0,0,1
270832,36:47:00,36:47:00,MCG,20,0,0,1
270832,37:59:00,37:59:00,CBR,21,0,0,1
270832,38:57:00,39:23:00,FTW,22,0,0,1
270832,40:23:00,40:43:00,DAL,23,0,0,1
270832,42:18:00,42:18:00,MIN,24,0,0,1
270832,43:18:00,43:18:00,LVW,25,0,0,1
270832,44:04:00,44:29:00,MHL,26,0,0,1
270832,45:36:00,45:41:00,TXA,27,0,0,1
270832,46:16:00,46:16:00,HOP,28,0,0,1
270832,47:02:00,47:02:00,ARK,29,0,0,1
270832,47:26:00,47:26:00,MVN,30,0,0,1
270832,48:32:00,48:44:00,LRK,31,0,0,1
270832,50:46:00,50:46:00,WNR,32,0,0,1
270832,51:49:00,51:49:00,PBF,33,0,0,1
270832,53:24:00,53:24:00,ACD,34,0,0,1
270832,56:30:00,57:10:00,STL,35,0,0,1
270832,57:56:00,57:56:00,ALN,36,0,0,1
270832,58:23:00,58:23:00,CRV,37,0,0,1
270832,59:03:00,59:03:00,SPI,38,0,0,1
270832,59:29:00,59:29:00,LCN,39,0,0,1
270832,60:08:00,60:08:00,BNL,40,0,0,1
270832,60:38:00,60:38:00,PON,41,0,0,1
270832,61:53:00,61:53:00,JOL,42,1,0,1
270832,62:49:00,62:49:00,CHI,43,0,0,1
270833,1:00:00,1:00:00,LAX,1,0,0,1
270833,1:41:00,1:41:00,POS,2,0,0,1
270833,1:54:00,1:54:00,ONA,3,0,0,1
270833,3:36:00,3:36:00,PSN,4,0,0,1
270833,6:47:00,6:47:00,YUM,5,0,0,1
270833,9:35:00,9:55:00,MRC,6,0,0,1
270833,11:38:00,11:53:00,TUS,7,0,0,1
270833,12:53:00,12:53:00,BEN,8,0,0,1
270833,13:53:00,13:53:00,LDB,9,0,0,1
270833,14:48:00,14:48:00,DEM,10,0,0,1
270833,17:00:00,17:45:00,ELP,11,0,0,1
