agency,service_name,route_name,train_number,direction,station_id,station_name,station_sequence,arrival_time,departure_time,service_start_date,service_end_date,service_dates,service_days,timetable_effective_date,timetable_last_updated_date,timetable_revision_date,source_original_filename,source_pdf,source_page,raw_notes
Amtrak,Amtrak connection,Amtrak connection,417,To New Haven,STS,New Haven - State Street,8,19:55,19:55,2026-06-22,,,weekday,2026-06-22,2026-06-09,,6-22.pdf,ctrail_hartford_line_effective_2026-06-22_updated_2026-06-09.pdf,1,To New Haven
Amtrak,Amtrak connection,Amtrak connection,417,To New Haven,NHV,New Haven - Union Station,9,20:01,20:01,2026-06-22,,,weekday,2026-06-22,2026-06-09,,6-22.pdf,ctrail_hartford_line_effective_2026-06-22_updated_2026-06-09.pdf,1,To New Haven
Amtrak,Amtrak connection,Amtrak connection,470,To Hartford And Springfield,NHV,New Haven - Union Station,1,10:51,10:51,2026-06-22,,,weekday,2026-06-22,2026-06-09,,6-22.pdf,ctrail_hartford_line_effective_2026-06-22_updated_2026-06-09.pdf,1,To Hartford And Springfield
Amtrak,Amtrak connection,Amtrak connection,470,To Hartford And Springfield,STS,New Haven - State Street,2,10:53,10:53,2026-06-22,,,weekday,2026-06-22,2026-06-09,,6-22.pdf,ctrail_hartford_line_effective_2026-06-22_updated_2026-06-09.pdf,1,To Hartford And Springfield
Amtrak,Amtrak connection,Amtrak connection,470,To Hartford And Springfield,WFD,Wallingford,3,11:05,11:05,2026-06-22,,,weekday,2026-06-22,2026-06-09,,6-22.pdf,ctrail_hartford_line_effective_2026-06-22_updated_2026-06-09.pdf,1,To Hartford And Springfield
Amtrak,Amtrak connection,Amtrak connection,470,To Hartford And Springfield,MDN,Meriden,4,11:15,11:15,2026-06-22,,,weekday,2026-06-22,2026-06-09,,6-22.pdf,ctrail_hartford_line_effective_2026-06-22_updated_2026-06-09.pdf,1,To Hartford And Springfield
Amtrak,Amtrak connection,Amtrak connection,470,To Hartford And Springfield,BER,Berlin,5,11:23,11:23,2026-06-22,,,weekday,2026-06-22,2026-06-09,,6-22.pdf,ctrail_hartford_line_effective_2026-06-22_updated_2026-06-09.pdf,1,To Hartford And Springfield
Amtrak,Amtrak connection,Amtrak connection,470,To Hartford And Springfield,HFD,Hartford,6,11:47,11:47,2026-06-22,,,weekday,2026-06-22,2026-06-09,,6-22.pdf,ctrail_hartford_line_effective_2026-06-22_updated_2026-06-09.pdf,1,To Hartford And Springfield
Amtrak,Amtrak connection,Amtrak connection,470,To Hartford And Springfield,WND,Windsor,7,12:03,12:03,2026-06-22,,,weekday,2026-06-22,2026-06-09,,6-22.pdf,ctrail_hartford_line_effective_2026-06-22_updated_2026-06-09.pdf,1,To Hartford And Springfield
Amtrak,Amtrak connection,Amtrak connection,470,To Hartford And Springfield,WNL,Windsor Locks,8,12:17,12:17,2026-06-22,,,weekday,2026-06-22,2026-06-09,,6-22.pdf,ctrail_hartford_line_effective_2026-06-22_updated_2026-06-09.pdf,1,To Hartford And Springfield
Amtrak,Amtrak connection,Amtrak connection,470,To Hartford And Springfield,SPG,Springfield,9,12:39,12:39,2026-06-22,,,weekday,2026-06-22,2026-06-09,,6-22.pdf,ctrail_hartford_line_effective_2026-06-22_updated_2026-06-09.pdf,1,To Hartford And Springfield
Amtrak,Amtrak connection,Amtrak connection,471,To New Haven,SPG,Springfield,1,08:25,08:25,2026-06-22,,,weekday,2026-06-22,2026-06-09,,6-22.pdf,ctrail_hartford_line_effective_2026-06-22_updated_2026-06-09.pdf,1,To New Haven
Amtrak,Amtrak connection,Amtrak connection,471,To New Haven,WNL,Windsor Locks,2,08:47,08:47,2026-06-22,,,weekday,2026-06-22,2026-06-09,,6-22.pdf,ctrail_hartford_line_effective_2026-06-22_updated_2026-06-09.pdf,1,To New Haven
Amtrak,Amtrak connection,Amtrak connection,471,To New Haven,WND,Windsor,3,09:01,09:01,2026-06-22,,,weekday,2026-06-22,2026-06-09,,6-22.pdf,ctrail_hartford_line_effective_2026-06-22_updated_2026-06-09.pdf,1,To New Haven
Amtrak,Amtrak connection,Amtrak connection,471,To New Haven,HFD,Hartford,4,09:29,09:29,2026-06-22,,,weekday,2026-06-22,2026-06-09,,6-22.pdf,ctrail_hartford_line_effective_2026-06-22_updated_2026-06-09.pdf,1,To New Haven
Amtrak,Amtrak connection,Amtrak connection,471,To New Haven,BER,Berlin,5,09:40,09:40,2026-06-22,,,weekday,2026-06-22,2026-06-09,,6-22.pdf,ctrail_hartford_line_effective_2026-06-22_updated_2026-06-09.pdf,1,To New Haven
Amtrak,Amtrak connection,Amtrak connection,471,To New Haven,MDN,Meriden,6,09:49,09:49,2026-06-22,,,weekday,2026-06-22,2026-06-09,,6-22.pdf,ctrail_hartford_line_effective_2026-06-22_updated_2026-06-09.pdf,1,To New Haven
Amtrak,Amtrak connection,Amtrak connection,471,To New Haven,WFD,Wallingford,7,09:57,09:57,2026-06-22,,,weekday,2026-06-22,2026-06-09,,6-22.pdf,ctrail_hartford_line_effective_2026-06-22_updated_2026-06-09.pdf,1,To New Haven
Amtrak,Amtrak connection,Amtrak connection,471,To New Haven,STS,New Haven - State Street,8,10:10,10:10,2026-06-22,,,weekday,2026-06-22,2026-06-09,,6-22.pdf,ctrail_hartford_line_effective_2026-06-22_updated_2026-06-09.pdf,1,To New Haven
Amtrak,Amtrak connection,Amtrak connection,471,To New Haven,NHV,New Haven - Union Station,9,10:18,10:18,2026-06-22,,,weekday,2026-06-22,2026-06-09,,6-22.pdf,ctrail_hartford_line_effective_2026-06-22_updated_2026-06-09.pdf,1,To New Haven
Amtrak,Amtrak connection,Amtrak connection,473,To New Haven,SPG,Springfield,1,11:37,11:37,2026-06-22,,,weekday,2026-06-22,2026-06-09,,6-22.pdf,ctrail_hartford_line_effective_2026-06-22_updated_2026-06-09.pdf,1,To New Haven
